#k, z, Conve11, Conve12, Conve13, Conve22, Conve23, Conve33, Produ11, Produ12, Produ13, Produ22, Produ23, Produ33, Tdiff11, Tdiff12, Tdiff13, Tdiff22, Tdiff23, Tdiff33, Pdiff11, Pdiff12, Pdiff13, Pdiff22, Pdiff23, Pdiff33, Vdiff11, Vdiff12, Vdiff13, Vdiff22, Vdiff23, Vdiff33, Pstra11, Pstra12, Pstra13, Pstra22, Pstra23, Pstra33, Dissi11, Dissi12, Dissi13, Dissi22, Dissi23, Dissi33, B11, B12, B13, B22, B23, B33
11, 4.332422e-02, -1.279875e-03, 1.580832e-04, 2.184224e-03, 4.601551e-04, -1.790490e-05, -4.944750e-04, 6.375360e+01, 4.256030e-03, -5.676753e+00, -1.745188e-04, -7.634010e-04, -5.984023e-04, 2.947768e+00, -4.255491e-03, -2.212662e+00, -4.163098e-01, 1.363880e-03, 5.275003e-01, -5.827587e-17, -6.505213e-17, 2.240723e-01, -2.352719e-17, 1.944945e-02, 1.140236e+00, -2.545656e+01, -8.255372e-03, 1.713742e-01, -6.467915e-01, -7.659138e-05, 3.573840e-01, -5.185762e+00, 2.982242e-03, 5.863515e+00, 5.539390e+00, -2.041935e-02, -1.171210e+00, 3.020783e+01, 1.321683e-03, -1.296041e+00, 3.353754e+00, -1.028980e-04, 7.130911e-01, 5.852488e+00, -6.752357e-03, -3.365974e-01, 1.121899e+00, -3.252166e-04, 1.407159e-01
12, 5.265970e-02, 1.003070e-02, 8.593861e-05, 1.386218e-03, 4.293760e-04, -1.347526e-05, -6.574105e-04, 7.458503e+01, 4.829041e-03, -7.717568e+00, -4.740680e-05, -9.514758e-04, 1.662272e-03, -8.095326e+00, -5.678688e-03, -1.470369e+00, -3.710219e-01, 1.095889e-03, 7.010462e-01, -3.415237e-18, -2.298509e-17, -1.078451e+00, -4.488597e-17, 2.148645e-02, 6.065700e-01, -2.319687e+01, -1.087012e-02, 6.970651e-01, -6.130127e-01, -4.158212e-05, 2.783843e-01, -6.258627e+00, 4.515627e-03, 7.823419e+00, 6.026530e+00, -2.233585e-02, -4.891059e-01, 2.878097e+01, -1.806867e-04, -9.820250e-01, 3.714126e+00, -5.950002e-05, 8.362045e-01, 8.243198e+00, -7.109390e-03, -7.652643e-01, 1.327893e+00, -6.735938e-04, 2.630098e-01
13, 6.359653e-02, 1.878385e-02, -3.385555e-05, 1.551168e-04, 3.856673e-04, -1.189771e-05, -7.900798e-04, 7.826087e+01, 4.486861e-03, -9.578319e+00, 1.881051e-05, -1.092807e-03, 5.245221e-04, -1.677819e+01, -7.004104e-03, -3.531281e-01, -2.974838e-01, 2.679919e-03, 8.528039e-01, 5.879086e-17, -1.058181e-16, -2.485525e+00, -5.204170e-17, 1.980814e-02, 1.218314e-01, -1.674316e+01, -8.916255e-03, 8.894252e-01, -6.192042e-01, -6.404421e-06, 1.908369e-01, -7.209026e+00, 6.405438e-03, 9.549535e+00, 6.379959e+00, -2.165461e-02, 2.330255e-01, 2.757368e+01, 4.345996e-04, -7.793117e-01, 3.980494e+00, -1.550815e-05, 9.789552e-01, 9.938033e+00, -5.428804e-03, -1.198855e+00, 1.482410e+00, -2.383624e-04, 4.208570e-01
14, 7.638577e-02, 2.215556e-02, -1.332384e-04, -1.073198e-03, 4.184874e-04, -2.800815e-05, -8.401518e-04, 7.447457e+01, 2.791536e-03, -1.096278e+01, 1.658960e-05, -8.589474e-04, 5.112358e-04, -2.023896e+01, -8.680629e-03, 7.830066e-01, -2.306342e-01, 5.278090e-03, 9.375015e-01, 1.018337e-16, -7.892992e-17, -3.523818e+00, -6.201636e-17, 1.459515e-02, -3.040591e-01, -9.724656e+00, -4.190673e-03, 8.192502e-01, -6.136195e-01, -1.316690e-04, 1.018777e-01, -7.975763e+00, 8.424269e-03, 1.060591e+01, 6.515749e+00, -1.802196e-02, 1.002737e+00, 2.577325e+01, 1.817492e-03, -7.077340e-01, 4.106749e+00, 5.554999e-06, 1.132894e+00, 1.073979e+01, -3.339750e-03, -1.569622e+00, 1.564345e+00, 8.831099e-04, 6.065139e-01
15, 9.130893e-02, 2.059138e-02, -1.348992e-04, -1.895876e-03, 5.372043e-04, -5.938774e-05, -7.640298e-04, 6.529638e+01, -1.297841e-04, -1.167730e+01, 9.276965e-05, 4.665626e-05, 3.594949e-04, -1.848841e+01, -7.235448e-03, 1.615764e+00, -1.918783e-01, 5.778763e-03, 9.039787e-01, 7.409167e-17, -1.301043e-16, -3.920942e+00, -6.396793e-17, 8.223626e-03, -6.353125e-01, -4.346561e+00, 2.839063e-04, 6.227991e-01, -5.520089e-01, -1.779928e-04, 1.800424e-02, -8.522240e+00, 9.675307e-03, 1.080883e+01, 6.406208e+00, -1.271876e-02, 1.791645e+00, 2.315417e+01, 2.846132e-03, -7.413555e-01, 4.094534e+00, -1.135535e-05, 1.284153e+00, 1.076441e+01, -1.172524e-04, -1.807595e+00, 1.567343e+00, 1.223036e-03, 7.952866e-01
16, 1.086783e-01, 1.584416e-02, -7.128728e-05, -2.225526e-03, 5.884871e-04, -8.342784e-05, -5.485796e-04, 5.374484e+01, -4.010563e-03, -1.169774e+01, 3.529976e-04, 1.899865e-03, 8.308617e-05, -1.356394e+01, -1.576222e-03, 1.988879e+00, -1.864087e-01, 4.441055e-03, 7.167883e-01, 4.282599e-17, -1.153591e-16, -3.663005e+00, -5.811324e-17, 3.021075e-03, -8.143598e-01, -1.114278e+00, 1.901180e-03, 4.152998e-01, -4.330249e-01, -1.182276e-04, -5.402425e-02, -8.831139e+00, 8.966181e-03, 1.024136e+01, 6.091338e+00, -7.856867e-03, 2.523587e+00, 1.997838e+01, 2.747465e-03, -8.330068e-01, 3.970676e+00, -1.178309e-04, 1.417952e+00, 1.024127e+01, 2.604399e-03, -1.879975e+00, 1.500993e+00, 1.588159e-03, 9.546710e-01
17, 1.288356e-01, 9.736364e-03, -2.093441e-05, -2.180691e-03, 4.631653e-04, -7.227040e-05, -2.043473e-04, 4.236093e+01, -7.898104e-03, -1.114238e+01, 5.784389e-04, 4.506333e-03, -2.987780e-04, -7.864083e+00, -1.018293e-04, 1.925728e+00, -2.037685e-01, 2.670043e-03, 3.869361e-01, 1.590796e-16, -5.551115e-17, -2.930762e+00, -3.295975e-17, 1.202697e-03, -8.000564e-01, 4.279058e-01, 3.131258e-03, 2.533812e-01, -2.961268e-01, -2.573660e-04, -1.081778e-01, -8.891448e+00, 7.050652e-03, 9.164027e+00, 5.652791e+00, -6.775071e-03, 3.095263e+00, 1.665658e+01, 2.389481e-03, -9.349620e-01, 3.764388e+00, -2.781239e-04, 1.521781e+00, 9.366994e+00, -1.865698e-04, -1.792865e+00, 1.388623e+00, 1.697030e-03, 1.052089e+00
18, 1.521493e-01, 4.414939e-03, 7.621326e-05, -1.948638e-03, 3.475772e-04, -1.791522e-05, 1.996338e-04, 3.258186e+01, -8.429758e-03, -1.020737e+01, 6.270039e-04, 6.360910e-03, -7.445864e-04, -3.045077e+00, 3.459850e-03, 1.563374e+00, -2.164350e-01, 4.233416e-04, -1.205215e-02, 2.495291e-16, -1.994932e-17, -1.984752e+00, -6.938894e-18, -1.826612e-03, -6.136196e-01, 9.372338e-01, 1.653284e-03, 1.458350e-01, -1.905363e-01, 1.479266e-04, -1.401583e-01, -8.692087e+00, 5.502631e-03, 7.883568e+00, 5.164048e+00, -4.223735e-03, 3.418720e+00, 1.352062e+01, 1.765250e-03, -1.010496e+00, 3.496764e+00, -5.131792e-04, 1.586256e+00, 8.256889e+00, 3.445445e-04, -1.586897e+00, 1.260592e+00, 1.412926e-03, 1.065690e+00
19, 1.790077e-01, 4.489883e-04, 4.088877e-05, -1.428820e-03, 3.929375e-04, 7.364295e-05, 5.225995e-04, 2.490648e+01, -5.622007e-03, -9.101114e+00, 7.032586e-04, 5.718902e-03, -1.035382e-03, 1.876689e-01, 4.808036e-03, 1.075949e+00, -2.059561e-01, -1.204995e-03, -3.570059e-01, 2.419397e-16, 3.989864e-17, -1.041646e+00, 4.943962e-17, -1.020730e-02, -3.456304e-01, 9.384001e-01, -1.121116e-04, 8.035914e-02, -1.259939e-01, -2.744261e-04, -1.487745e-01, -8.227806e+00, 4.575369e-03, 6.627725e+00, 4.661510e+00, 5.814368e-03, 3.460253e+00, 1.076395e+01, 1.277602e-03, -1.039271e+00, 3.189333e+00, -6.318189e-04, 1.604531e+00, 7.040349e+00, 2.330796e-03, -1.318028e+00, 1.140537e+00, 4.047263e-04, 1.002753e+00
20, 2.098103e-01, -2.241502e-03, -1.049313e-04, -7.562895e-04, 2.347777e-04, 7.807253e-05, 6.326723e-04, 1.921596e+01, -1.023037e-04, -7.987571e+00, 7.607516e-04, 2.142720e-03, -1.059961e-03, 1.887572e+00, 4.673225e-03, 6.081045e-01, -1.584543e-01, -5.334153e-03, -5.499738e-01, 2.208520e-16, 4.336809e-18, -2.346334e-01, 6.678685e-17, -1.733347e-02, -1.016395e-01, 7.348042e-01, -1.428334e-03, 4.366844e-02, -9.638620e-02, 6.448708e-04, -1.360413e-01, -7.522480e+00, 1.354528e-03, 5.507816e+00, 4.157295e+00, 1.774908e-02, 3.248475e+00, 8.460061e+00, 5.211240e-04, -1.016263e+00, 2.858993e+00, -6.721150e-04, 1.572947e+00, 5.858037e+00, 4.080922e-03, -1.045596e+00, 1.043987e+00, -1.536915e-03, 8.861807e-01
21, 2.449539e-01, -2.825610e-03, -2.720761e-05, -3.994495e-04, -1.026250e-04, -2.454759e-05, 5.669888e-04, 1.510203e+01, 3.467503e-03, -6.955220e+00, 3.698777e-04, -6.971689e-04, -8.827873e-04, 2.394975e+00, 7.550527e-03, 2.512148e-01, -9.346290e-02, -9.128031e-03, -5.569670e-01, 1.372600e-16, -2.558717e-17, 3.558486e-01, 7.643625e-17, -1.960670e-02, 4.344646e-02, 5.196159e-01, -1.318146e-03, 2.167528e-02, -7.478738e-02, 4.512567e-04, -1.090511e-01, -6.650892e+00, -1.401296e-03, 4.568110e+00, 3.658963e+00, 2.228611e-02, 2.867298e+00, 6.602809e+00, 8.875265e-04, -9.496175e-01, 2.521898e+00, -5.450273e-04, 1.491908e+00, 4.765744e+00, 7.438270e-03, -8.083547e-01, 9.692872e-01, -6.124959e-03, 7.513685e-01
22, 2.848143e-01, -3.300659e-03, -1.743282e-04, 4.629263e-06, -6.780866e-05, 5.736947e-05, 3.764536e-04, 1.211403e+01, -1.119045e-03, -6.024657e+00, -5.550466e-05, -3.877748e-05, 1.476607e-03, 2.204299e+00, 6.549723e-03, 2.497912e-02, -2.989297e-02, -4.374427e-03, -4.257908e-01, 1.897354e-17, -4.987330e-17, 7.000351e-01, 9.757820e-17, -1.624294e-02, 6.866281e-02, 3.377018e-01, -1.954630e-04, 1.177220e-02, -5.624451e-02, -2.504405e-05, -7.572127e-02, -5.726596e+00, 1.244724e-03, 3.815534e+00, 3.173531e+00, 1.803295e-02, 2.424713e+00, 5.139741e+00, -1.248344e-05, -8.540890e-01, 2.187150e+00, -1.803717e-04, 1.368574e+00, 3.792994e+00, 6.666751e-03, -6.182525e-01, 9.002563e-01, -2.525241e-03, 6.243899e-01
23, 3.297231e-01, -3.413145e-03, 8.716279e-05, 4.204164e-04, -8.712242e-05, 1.053352e-05, 1.770018e-04, 9.863730e+00, -1.235564e-03, -5.177175e+00, -1.498709e-04, 6.548516e-04, -2.230549e-03, 1.762905e+00, 1.061779e-03, -9.887482e-02, 4.666445e-03, 1.396240e-03, -2.503363e-01, -2.092510e-17, -4.141652e-17, 8.467152e-01, 2.076247e-17, -7.711113e-03, 2.246889e-02, 2.070595e-01, 3.499242e-04, 7.432711e-03, -3.465187e-02, -8.296344e-05, -4.514513e-02, -4.842740e+00, 3.897897e-04, 3.197987e+00, 2.716443e+00, 8.130692e-03, 1.997582e+00, 4.004079e+00, -3.315370e-04, -7.445422e-01, 1.866426e+00, 8.558056e-05, 1.216150e+00, 2.990289e+00, 8.103037e-04, -4.797930e-01, 8.199690e-01, 2.291593e-03, 5.060114e-01
24, 3.799401e-01, -2.389274e-03, 2.281269e-04, 3.431072e-04, -2.262048e-04, -6.762727e-05, 3.308228e-05, 8.074560e+00, -6.844947e-04, -4.413708e+00, 1.571151e-04, -6.585946e-05, -2.943495e-05, 1.306503e+00, -6.211362e-03, -1.393777e-01, 2.172830e-02, 2.827405e-03, -1.075127e-01, -3.767603e-18, -7.177418e-17, 8.745486e-01, -6.158268e-17, -4.368937e-03, -3.301919e-02, 1.251963e-01, 1.209694e-03, 3.880013e-03, -1.811263e-02, -4.829987e-04, -2.294112e-02, -4.038151e+00, -4.848658e-04, 2.660887e+00, 2.292380e+00, 3.440506e-03, 1.620577e+00, 3.126371e+00, -5.602612e-04, -6.322486e-01, 1.566912e+00, 1.209716e-04, 1.050614e+00, 2.344127e+00, -5.838894e-03, -3.818649e-01, 7.294666e-01, 1.296771e-03, 4.064267e-01
25, 4.356227e-01, -1.259200e-03, 5.142822e-05, 2.553738e-04, -1.518426e-04, -3.809958e-05, -8.334222e-05, 6.551893e+00, 1.135107e-03, -3.707362e+00, 2.121021e-04, -2.307256e-03, 5.635129e-05, 9.139347e-01, -2.893896e-03, -1.338908e-01, 3.517550e-02, 3.053878e-03, -1.419720e-02, -6.057980e-17, -1.115644e-16, 8.330360e-01, -1.582935e-17, -1.142111e-03, -7.737248e-02, 7.822131e-02, -1.186048e-03, 1.456766e-03, -5.271027e-03, 1.035793e-04, -9.365749e-03, -3.317874e+00, -4.593758e-03, 2.187957e+00, 1.893244e+00, 2.035238e-03, 1.307828e+00, 2.442185e+00, -1.560913e-03, -5.247938e-01, 1.295386e+00, -5.541150e-05, 8.869224e-01, 1.785249e+00, -6.029109e-03, -2.942639e-01, 6.281261e-01, 1.836840e-03, 3.201096e-01
26, 4.967933e-01, -6.807521e-04, -1.282791e-04, 1.578467e-04, -1.689052e-04, 1.604965e-05, -1.082800e-04, 5.205241e+00, 3.121882e-03, -3.050911e+00, 3.068275e-04, -3.752046e-03, 4.336066e-05, 6.771288e-01, -1.675262e-03, -1.356064e-01, 4.828007e-02, 1.847203e-03, 4.449034e-02, -8.429672e-17, -3.588709e-17, 7.765031e-01, -1.387779e-17, 1.935799e-03, -1.052954e-01, 4.784457e-02, 1.222882e-03, 1.306055e-03, 4.817215e-03, -1.278990e-04, -1.637934e-03, -2.677317e+00, -5.296605e-03, 1.757791e+00, 1.521362e+00, 6.375801e-04, 1.048522e+00, 1.906210e+00, -1.540031e-03, -4.269446e-01, 1.054594e+00, 1.070010e-04, 7.356187e-01, 1.347369e+00, -9.587922e-04, -2.241300e-01, 5.203407e-01, 4.175867e-04, 2.506125e-01
27, 5.633095e-01, -6.907742e-04, -1.499041e-04, 2.592270e-04, -1.346904e-04, 9.339163e-05, -1.056830e-04, 3.976741e+00, 2.831781e-03, -2.445181e+00, 2.226279e-04, -1.220040e-03, 8.471383e-05, 5.700917e-01, 1.767971e-03, -1.515564e-01, 6.500519e-02, -1.126405e-03, 8.334434e-02, -8.115253e-17, -3.089976e-17, 7.441742e-01, -2.211772e-17, 2.070559e-03, -1.110555e-01, 3.037361e-02, -4.110425e-05, 5.510006e-04, 7.804368e-03, 4.335854e-04, 3.094358e-03, -2.093968e+00, -5.285473e-03, 1.346019e+00, 1.182373e+00, 1.510257e-03, 8.202054e-01, 1.485176e+00, -1.466164e-03, -3.397296e-01, 8.439542e-01, 1.780302e-04, 6.024964e-01, 9.987531e-01, 8.892431e-04, -1.665224e-01, 4.115860e-01, 1.396534e-03, 1.932826e-01
28, 6.348400e-01, -8.191773e-04, -6.088681e-06, 2.616400e-04, -4.827901e-05, 1.505579e-06, -1.112459e-04, 2.858236e+00, 4.179982e-04, -1.895800e+00, 1.600151e-04, 2.666744e-04, 1.556929e-04, 5.514419e-01, 1.813035e-03, -1.646781e-01, 8.963773e-02, -2.422213e-03, 1.170090e-01, 2.457073e-17, -3.686287e-18, 7.257900e-01, 1.203464e-17, 1.908000e-03, -9.910136e-02, 2.491683e-02, 1.294016e-04, -1.954428e-04, 1.096495e-02, -2.548815e-04, 6.019801e-03, -1.562648e+00, -1.723987e-03, 9.584490e-01, 8.805384e-01, -1.012942e-03, 6.114619e-01, 1.155312e+00, -1.241354e-03, -2.628533e-01, 6.642520e-01, 1.390832e-04, 4.898350e-01, 7.174541e-01, 1.883890e-03, -1.138432e-01, 3.170974e-01, -1.655951e-03, 1.458214e-01
29, 7.108510e-01, -7.914619e-04, 1.267372e-04, 2.404299e-04, -1.558366e-04, -5.663974e-05, -1.539290e-04, 1.865218e+00, 6.293728e-04, -1.398846e+00, 4.298198e-05, 6.328872e-04, 1.902794e-04, 6.174883e-01, 4.604188e-04, -1.739412e-01, 1.163280e-01, 7.071950e-04, 1.548029e-01, -8.402567e-18, -4.553649e-18, 6.942870e-01, 1.908196e-17, 2.781612e-03, -8.248690e-02, 2.646117e-02, -6.012841e-05, -3.778958e-04, 1.624492e-02, 1.766571e-05, 8.212318e-03, -1.096274e+00, -5.470302e-04, 6.142093e-01, 6.235102e-01, -4.170142e-03, 4.255196e-01, 8.999189e-01, -9.497076e-04, -1.952220e-01, 5.162608e-01, -6.798965e-05, 3.984777e-01, 5.137663e-01, 1.305603e-03, -6.968757e-02, 2.400211e-01, 9.384711e-05, 1.079144e-01
30, 7.906069e-01, -6.272573e-04, 6.285268e-05, 1.358129e-04, -1.730426e-04, -4.319553e-05, -2.015373e-04, 1.023710e+00, 1.967469e-04, -9.520976e-01, 1.357703e-04, 1.761683e-03, 2.620050e-04, 7.381970e-01, 4.115081e-04, -1.716452e-01, 1.383037e-01, 1.218591e-03, 2.001027e-01, -2.337811e-17, -1.387779e-17, 6.122914e-01, -4.336809e-18, 1.054633e-03, -6.273965e-02, 3.723240e-02, 1.961242e-04, -2.159535e-04, 1.947622e-02, -4.331868e-06, 1.014406e-02, -7.150182e-01, 2.636932e-04, 3.337081e-01, 4.238296e-01, -3.224159e-03, 2.653844e-01, 7.110976e-01, -4.127313e-04, -1.347505e-01, 4.012461e-01, -1.629421e-04, 3.289625e-01, 3.736508e-01, 1.417951e-03, -4.334459e-02, 1.806722e-01, 1.012554e-03, 8.439249e-02
31, 8.731889e-01, -8.315773e-04, 1.444414e-06, 7.475727e-05, -9.924225e-05, -2.530412e-05, -2.585152e-04, 3.956052e-01, 4.211885e-04, -5.512740e-01, 1.527014e-04, 1.884717e-03, 3.445914e-04, 8.551399e-01, -1.927583e-04, -1.279759e-01, 1.509817e-01, 2.043347e-04, 2.368248e-01, -2.410995e-17, -4.282599e-18, 4.333002e-01, 1.192622e-18, -4.976559e-04, -3.829949e-02, 5.216478e-02, -3.148436e-04, -2.591997e-04, 2.233423e-02, -4.958727e-06, 1.178859e-02, -4.366778e-01, 7.759606e-04, 1.445922e-01, 2.906415e-01, -5.024616e-04, 1.397517e-01, 5.853315e-01, -3.735543e-04, -7.898990e-02, 3.218626e-01, -1.703895e-04, 2.819727e-01, 2.817322e-01, 1.061657e-03, -2.270162e-02, 1.423468e-01, 1.279669e-03, 6.869608e-02
32, 9.575304e-01, -1.026022e-03, -5.270272e-05, 6.707890e-05, -1.102684e-04, 9.726116e-06, -2.705616e-04, 4.579304e-02, -2.413272e-04, -1.824659e-01, 1.105948e-04, 3.300048e-04, 3.334347e-04, 9.293616e-01, -2.315560e-03, -4.714663e-02, 1.556421e-01, -2.102984e-03, 2.569311e-01, 1.450120e-18, 6.830474e-18, 1.570287e-01, -4.878910e-18, 3.379059e-03, -2.198298e-02, 6.358315e-02, -1.779878e-04, -5.372790e-05, 2.388745e-02, 3.579110e-05, 1.252404e-02, -2.912951e-01, 4.816499e-04, 3.985156e-02, 2.245091e-01, -2.322087e-03, 7.058994e-02, 5.223377e-01, -4.273379e-04, -2.603377e-02, 2.809341e-01, -9.773134e-05, 2.582095e-01, 2.261310e-01, -1.773184e-03, -6.819391e-03, 1.233254e-01, -5.922113e-04, 6.045651e-02
33, 1.042470e+00, -1.097954e-03, -2.448079e-05, 2.105355e-05, -1.119050e-04, 2.816223e-05, -2.520292e-04, 4.477499e-02, -5.699879e-04, 1.745712e-01, 1.110683e-04, -1.612926e-03, 7.835087e-05, 9.312981e-01, -1.704923e-04, 4.732561e-02, 1.566018e-01, -2.180734e-03, 2.562409e-01, 6.864355e-18, 1.539567e-17, -1.579852e-01, -4.174178e-18, 7.363199e-03, -2.268556e-02, 6.398396e-02, 1.580626e-04, -7.493458e-06, 2.410208e-02, 2.494425e-05, 1.248230e-02, -2.909231e-01, -5.377487e-04, -3.279915e-02, 2.228434e-01, -5.002858e-03, 7.177650e-02, 5.224627e-01, -3.014523e-04, 2.619090e-02, 2.807230e-01, -1.590695e-05, 2.581558e-01, 2.277692e-01, -7.942332e-04, 4.892957e-03, 1.230473e-01, -1.420630e-03, 5.998870e-02
34, 1.126811e+00, -8.788832e-04, -2.192985e-05, -8.687985e-05, -8.327843e-05, 1.770017e-05, -2.367863e-04, 3.885064e-01, -1.048398e-03, 5.473538e-01, 1.348742e-04, -2.275342e-03, 6.114628e-04, 8.590178e-01, 2.600486e-03, 1.285910e-01, 1.526150e-01, 9.711811e-04, 2.342455e-01, -5.908902e-18, -1.301043e-18, -4.335432e-01, -1.105886e-17, 6.549769e-03, -3.898698e-02, 5.232187e-02, -1.591447e-04, 2.814610e-04, 2.259797e-02, -8.199593e-05, 1.173985e-02, -4.360248e-01, -7.762350e-04, -1.393427e-01, 2.871926e-01, -4.740970e-03, 1.421854e-01, 5.856731e-01, -3.673166e-04, 7.913320e-02, 3.211676e-01, -2.786749e-05, 2.818576e-01, 2.790272e-01, 1.005955e-03, 2.429405e-02, 1.414561e-01, 4.328096e-04, 6.817445e-02
35, 1.209393e+00, -7.938509e-04, -9.993694e-06, -1.915039e-04, -1.185256e-04, 1.595851e-05, -2.257616e-04, 1.020377e+00, -8.536211e-04, 9.517306e-01, 1.955696e-04, -1.841025e-03, 2.104370e-04, 7.399760e-01, 5.388337e-04, 1.706472e-01, 1.399580e-01, 1.174220e-03, 1.982288e-01, 2.762005e-17, -2.276825e-17, -6.150014e-01, -1.019150e-17, -2.343747e-03, -6.310818e-02, 3.778620e-02, 1.364390e-04, 2.892762e-04, 1.992971e-02, 4.287345e-05, 1.014353e-02, -7.132639e-01, 2.767960e-04, -3.283201e-01, 4.199580e-01, 2.690311e-03, 2.678386e-01, 7.117564e-01, -6.221318e-04, 1.347808e-01, 4.005992e-01, -9.499992e-05, 3.288911e-01, 3.739127e-01, 7.305730e-04, 4.475625e-02, 1.795607e-01, -1.983261e-04, 8.464783e-02
36, 1.289149e+00, -8.675758e-04, 8.220500e-06, -2.604004e-04, -1.299327e-04, 6.403602e-06, -1.729290e-04, 1.869208e+00, -1.988798e-03, 1.399759e+00, 1.765013e-04, -1.824820e-03, 2.283314e-04, 6.182241e-01, -6.339560e-04, 1.739687e-01, 1.204658e-01, 1.066352e-03, 1.546510e-01, 3.369158e-17, -4.000706e-17, -7.047520e-01, -3.794708e-18, -1.095875e-02, -8.589679e-02, 2.655747e-02, 1.263863e-04, 1.610380e-04, 1.623313e-02, 7.404186e-05, 8.175852e-03, -1.098417e+00, 6.416297e-06, -6.035974e-01, 6.203628e-01, 1.031343e-02, 4.296339e-01, 9.008501e-01, -6.505139e-04, 1.954136e-01, 5.162117e-01, -1.526326e-04, 3.985576e-01, 5.155897e-01, -1.847658e-03, 7.038580e-02, 2.411564e-01, -1.183520e-03, 1.084077e-01
37, 1.365160e+00, -7.585126e-04, 1.017215e-04, -3.061875e-04, -2.084702e-04, -2.069379e-06, -1.935850e-04, 2.861924e+00, -2.108612e-03, 1.898416e+00, -1.129433e-04, -2.870756e-03, 3.053333e-04, 5.512319e-01, 7.169543e-04, 1.643105e-01, 9.371442e-02, 1.293273e-03, 1.153882e-01, -3.713392e-18, -6.179952e-18, -7.360206e-01, 1.539567e-17, -1.247947e-02, -9.988208e-02, 2.522084e-02, -4.694044e-04, 3.895355e-04, 1.150227e-02, -8.981083e-05, 6.039763e-03, -1.562649e+00, -1.081014e-03, -9.500246e-01, 8.800098e-01, 1.252432e-02, 6.126819e-01, 1.156184e+00, -4.916491e-04, 2.630392e-01, 6.649107e-01, -7.071922e-05, 4.901371e-01, 7.203026e-01, -2.552148e-03, 1.143374e-01, 3.204113e-01, -1.549655e-03, 1.445896e-01
38, 1.436690e+00, -7.373361e-04, -3.471883e-05, -1.582600e-04, -2.485195e-04, 1.629290e-05, -1.041688e-04, 3.977862e+00, -3.064175e-03, 2.451078e+00, -7.033966e-05, -3.417720e-03, 2.222502e-04, 5.663211e-01, -1.179379e-04, 1.500919e-01, 6.747880e-02, -6.158094e-04, 8.219387e-02, 3.061516e-17, -1.214306e-17, -7.488622e-01, 1.431147e-17, -7.648074e-03, -1.024789e-01, 3.079534e-02, 3.873520e-04, -3.717227e-04, 7.275094e-03, -1.526180e-04, 2.984838e-03, -2.091749e+00, 1.233477e-03, -1.343952e+00, 1.185471e+00, 8.252547e-03, 8.143838e-01, 1.486775e+00, -4.192933e-05, 3.400626e-01, 8.449291e-01, -2.478322e-06, 6.029084e-01, 9.971916e-01, -1.484636e-03, 1.680794e-01, 4.154744e-01, -3.595488e-03, 1.945016e-01
39, 1.503207e+00, -9.353301e-04, -5.505714e-05, -1.852290e-04, 2.033106e-06, -1.144029e-05, -5.348150e-05, 5.203234e+00, -4.834152e-03, 3.054667e+00, -2.482062e-04, -1.950516e-03, 9.305620e-06, 6.729632e-01, 1.360308e-03, 1.363255e-01, 4.312788e-02, 1.226549e-03, 3.799177e-02, 2.444876e-17, -3.881444e-17, -7.680695e-01, 2.558717e-17, -2.375662e-03, -8.850125e-02, 4.590447e-02, 1.150349e-03, -1.173773e-03, 2.859066e-03, 3.868190e-04, -1.845074e-03, -2.673020e+00, 9.938138e-04, -1.765775e+00, 1.527521e+00, 1.821297e-03, 1.039253e+00, 1.906596e+00, 5.529032e-04, 4.272998e-01, 1.055494e+00, -1.893328e-04, 7.359309e-01, 1.343421e+00, -1.827527e-03, 2.288591e-01, 5.177636e-01, -6.907404e-04, 2.510309e-01
40, 1.564377e+00, -1.255402e-03, 6.588200e-05, -2.957268e-04, 1.805729e-04, -1.010173e-05, -4.890416e-05, 6.556348e+00, 1.424236e-03, 3.710696e+00, 5.124732e-05, 2.559956e-03, -2.432506e-05, 9.183323e-01, 4.065513e-03, 1.311673e-01, 2.862229e-02, 4.181741e-03, -2.082764e-02, 5.632430e-17, -4.553649e-17, -8.029764e-01, 2.298509e-17, -2.218358e-03, -6.398982e-02, 7.737674e-02, -6.399973e-04, -1.947733e-03, -5.019126e-03, -1.773270e-04, -9.237856e-03, -3.315586e+00, -3.416392e-03, -2.215545e+00, 1.896799e+00, -2.496421e-03, 1.302188e+00, 2.440374e+00, 2.429120e-04, 5.251010e-01, 1.296301e+00, -8.520313e-05, 8.871513e-01, 1.797353e+00, 1.124564e-03, 2.965890e-01, 6.239722e-01, 1.944896e-03, 3.210060e-01
