#k, z, u, v, w, p, uu, vv, ww, pp, uv, uw, vw, g11, g12, g13, g21, g22, g23, g31, g32, g33, u_rms, v_rms, w_rms, p_rms, Rxx, Rxy, Rxz, Ryy, Ryz, Rzz, tke
44, 1.755046e+00, 1.472452e+01, -1.302677e-04, 1.572093e-18, -6.957554e-01, 2.200361e+02, 1.101070e+00, 6.356511e-01, 5.528054e+00, -2.934038e-03, 6.903877e-01, -3.353517e-04, -2.528219e-14, 3.252607e-17, -1.095553e+01, 1.050829e-17, 8.402567e-19, -2.487230e-02, 1.063873e-18, -4.770490e-18, -2.558717e-17, 1.794204e+00, 1.048515e+00, 7.966341e-01, 2.244756e+00, 3.220849e+00, -9.738204e-04, 6.896103e-01, 1.099995e+00, -3.212704e-04, 6.349915e-01, 2.477918e+00
45, 1.790190e+00, 1.429653e+01, -1.192490e-03, 1.775381e-18, -6.507355e-01, 2.080999e+02, 1.103772e+00, 5.905947e-01, 5.645996e+00, -1.821290e-02, 7.105228e-01, -2.758478e-04, -2.454764e-14, 2.558717e-17, -1.353647e+01, 1.350171e-17, 6.938894e-18, -2.710547e-02, -3.818425e-18, -7.589415e-18, 2.276825e-17, 1.924267e+00, 1.049799e+00, 7.678721e-01, 2.284100e+00, 3.704619e+00, -1.102342e-03, 7.097083e-01, 1.102696e+00, -2.652821e-04, 5.899810e-01, 2.698648e+00
46, 1.820992e+00, 1.382483e+01, -1.945135e-03, 9.283481e-19, -5.864164e-01, 1.953943e+02, 1.088515e+00, 5.262700e-01, 5.687969e+00, -2.811393e-02, 7.202736e-01, -2.717461e-04, -2.374598e-14, 1.474515e-17, -1.730792e+01, 1.261063e-17, 1.149254e-17, -1.789680e-02, -6.647515e-18, -1.029992e-17, -1.105886e-17, 2.064296e+00, 1.042516e+00, 7.248369e-01, 2.310492e+00, 4.263259e+00, -1.133558e-03, 7.194348e-01, 1.087462e+00, -2.645579e-04, 5.257232e-01, 2.938222e+00
47, 1.847851e+00, 1.329069e+01, -2.243919e-03, 1.673737e-18, -5.096327e-01, 1.815276e+02, 1.056998e+00, 4.495122e-01, 5.661923e+00, -3.147844e-02, 7.175489e-01, -2.375449e-04, -2.284577e-14, -1.994932e-17, -2.273333e+01, -2.242943e-18, 1.685934e-17, -5.880209e-03, -5.134714e-18, -9.107298e-18, -1.225148e-17, 2.208430e+00, 1.027305e+00, 6.698766e-01, 2.322995e+00, 4.879202e+00, -1.543392e-03, 7.167060e-01, 1.055968e+00, -2.322210e-04, 4.490474e-01, 3.192108e+00
48, 1.871164e+00, 1.267526e+01, -2.240964e-03, 9.147956e-19, -4.282625e-01, 1.661815e+02, 1.009180e+00, 3.681914e-01, 5.583754e+00, -3.018671e-02, 6.998233e-01, -1.375048e-04, -2.177262e-14, -4.119968e-17, -3.031091e+01, -8.880293e-18, 1.604619e-17, 4.732585e-03, -2.779115e-18, -3.577867e-18, -2.244298e-17, 2.347378e+00, 1.003782e+00, 6.062384e-01, 2.322583e+00, 5.512293e+00, -1.668730e-03, 6.990036e-01, 1.008177e+00, -1.331144e-04, 3.678131e-01, 3.444142e+00
49, 1.891322e+00, 1.196265e+01, -2.027233e-03, 4.404571e-19, -3.493609e-01, 1.492064e+02, 9.447290e-01, 2.893508e-01, 5.472663e+00, -2.589811e-02, 6.645206e-01, -6.248254e-05, -2.054476e-14, -5.941428e-17, -4.050585e+01, -1.101323e-17, 1.588356e-17, 1.373430e-02, -1.512801e-18, -3.361027e-18, -1.807907e-17, 2.468114e+00, 9.711815e-01, 5.373955e-01, 2.311860e+00, 6.093726e+00, -1.560749e-03, 6.637497e-01, 9.437761e-01, -5.990719e-05, 2.890550e-01, 3.663278e+00
50, 1.908691e+00, 1.114323e+01, -1.712878e-03, 1.897354e-19, -2.781643e-01, 1.307100e+02, 8.643517e-01, 2.182164e-01, 5.347161e+00, -2.046052e-02, 6.098621e-01, -1.616852e-05, -1.914365e-14, -5.421011e-17, -5.361502e+01, -9.164896e-18, 1.320016e-17, 1.954876e-02, -1.263773e-18, -5.312591e-18, -3.794708e-18, 2.555035e+00, 9.289372e-01, 4.666495e-01, 2.294341e+00, 6.530326e+00, -1.329493e-03, 6.091641e-01, 8.634769e-01, -1.567424e-05, 2.179940e-01, 3.805898e+00
51, 1.923614e+00, 1.021765e+01, -1.385939e-03, 0.000000e+00, -2.177626e-01, 1.111267e+02, 7.715598e-01, 1.578708e-01, 5.222009e+00, -1.527594e-02, 5.360553e-01, 4.826799e-06, -1.755871e-14, -6.938894e-18, -6.955992e+01, -2.629190e-18, 6.667843e-18, 2.185619e-02, -1.553882e-18, -2.276825e-18, 9.107298e-18, 2.591541e+00, 8.776494e-01, 3.968730e-01, 2.273538e+00, 6.718194e+00, -1.108041e-03, 5.354510e-01, 7.707808e-01, 4.010221e-06, 1.577104e-01, 3.823342e+00
52, 1.936403e+00, 9.200366e+00, -1.098833e-03, 7.962110e-20, -1.692413e-01, 9.122567e+01, 6.724672e-01, 1.093964e-01, 5.106900e+00, -1.095893e-02, 4.468290e-01, 1.261702e-05, -1.581764e-14, -2.949030e-17, -8.768379e+01, 1.616139e-18, 1.008308e-17, 2.145351e-02, -1.768181e-18, -4.553649e-18, 7.318365e-18, 2.562968e+00, 8.193417e-01, 3.303235e-01, 2.252294e+00, 6.570953e+00, -8.666574e-04, 4.463332e-01, 6.717903e-01, 1.129838e-05, 1.092856e-01, 3.676015e+00
53, 1.947340e+00, 8.120860e+00, -8.690016e-04, 2.236167e-19, -1.321942e-01, 7.201196e+01, 5.732952e-01, 7.238629e-02, 5.007245e+00, -7.648042e-03, 3.498660e-01, 9.026577e-06, -1.395937e-14, -3.556183e-17, -1.067097e+02, 3.064565e-18, 9.812030e-18, 1.962218e-02, -1.666749e-18, -2.331035e-18, 2.168404e-18, 2.460512e+00, 7.565012e-01, 2.686464e-01, 2.232603e+00, 6.056356e+00, -6.194077e-04, 3.494839e-01, 5.727197e-01, 7.813317e-06, 7.231327e-02, 3.350694e+00
54, 1.956676e+00, 7.020073e+00, -6.934969e-04, 2.608861e-19, -1.052964e-01, 5.451200e+01, 4.782470e-01, 4.551569e-02, 4.925355e+00, -5.232711e-03, 2.552847e-01, 2.108552e-06, -1.206110e-14, -9.540979e-18, -1.249930e+02, 2.079466e-18, 5.908902e-18, 1.759138e-02, -9.645058e-19, -1.273938e-18, -1.604619e-17, 2.285190e+00, 6.909330e-01, 2.129705e-01, 2.215665e+00, 5.224441e+00, -3.939050e-04, 2.550098e-01, 4.777680e-01, 1.272277e-06, 4.546994e-02, 2.873839e+00
55, 1.964632e+00, 5.942520e+00, -5.581984e-04, 1.550070e-19, -8.678001e-02, 3.952083e+01, 3.892618e-01, 2.701724e-02, 4.861453e+00, -3.496939e-03, 1.725614e-01, -2.350108e-06, -1.020194e-14, -2.341877e-17, -1.409992e+02, -2.295459e-19, 4.689174e-18, 1.619216e-02, -5.666915e-19, -6.776264e-19, 9.053088e-18, 2.049399e+00, 6.233310e-01, 1.640258e-01, 2.202034e+00, 4.202427e+00, -2.050881e-04, 1.723778e-01, 3.888727e-01, -2.808630e-06, 2.699014e-02, 2.309145e+00
56, 1.971403e+00, 4.927177e+00, -4.497241e-04, 1.355253e-19, -7.476537e-02, 2.743118e+01, 3.072223e-01, 1.501182e-02, 4.814340e+00, -2.266564e-03, 1.076171e-01, -3.570387e-06, -8.462550e-15, -9.757820e-18, -1.537581e+02, -7.199780e-19, 5.366801e-18, 1.554035e-02, -2.967262e-19, -4.472334e-19, -1.409463e-17, 1.774321e+00, 5.537465e-01, 1.222167e-01, 2.191776e+00, 3.150514e+00, -6.971600e-05, 1.075037e-01, 3.069158e-01, -3.768498e-06, 1.499678e-02, 1.736213e+00
57, 1.977160e+00, 4.001112e+00, -3.595428e-04, 9.317362e-20, -6.747705e-02, 1.821643e+01, 2.331409e-01, 7.724961e-03, 4.781870e+00, -1.417858e-03, 6.171881e-02, -2.938978e-06, -6.865954e-15, 8.456777e-18, -1.630510e+02, -1.495860e-18, 4.906015e-18, 1.538457e-02, -1.347841e-19, -7.589415e-19, -6.776264e-18, 1.484253e+00, 4.823693e-01, 8.763312e-02, 2.184610e+00, 2.205036e+00, 7.582332e-06, 6.165419e-02, 2.329086e-01, -2.999461e-06, 7.717223e-03, 1.222831e+00
58, 1.982048e+00, 3.177784e+00, -2.830957e-04, 5.929231e-20, -6.338630e-02, 1.154311e+01, 1.684273e-01, 3.629277e-03, 4.761375e+00, -8.515517e-04, 3.241007e-02, -1.838672e-06, -5.458389e-15, 7.155734e-18, -1.692822e+02, -1.610210e-18, 2.791821e-18, 1.544596e-02, -1.443132e-19, -9.486769e-20, -3.550762e-18, 1.200652e+00, 4.099799e-01, 6.004053e-02, 2.180048e+00, 1.443179e+00, 3.958574e-05, 3.237628e-02, 1.682598e-01, -1.843853e-06, 3.625640e-03, 8.075322e-01
59, 1.986197e+00, 2.459174e+00, -2.179469e-04, 2.774033e-20, -6.129107e-02, 6.930268e+00, 1.144086e-01, 1.524564e-03, 4.750093e+00, -4.866536e-04, 1.545065e-02, -9.544747e-07, -4.225082e-15, 1.192622e-18, -1.731764e+02, -1.002040e-18, 2.900241e-18, 1.555246e-02, -1.282726e-19, -1.626303e-19, -5.312591e-18, 9.384046e-01, 3.378877e-01, 3.890035e-02, 2.177525e+00, 8.817450e-01, 4.416309e-05, 1.543457e-02, 1.142950e-01, -9.455306e-07, 1.523035e-03, 4.987815e-01
60, 1.989715e+00, 1.839640e+00, -1.624922e-04, 1.397604e-20, -6.033220e-02, 3.882750e+00, 7.175660e-02, 5.538008e-04, 4.745508e+00, -2.604364e-04, 6.564263e-03, -4.222033e-07, -3.159690e-15, -1.084202e-18, -1.754880e+02, -9.114075e-19, 1.463673e-18, 1.563855e-02, -1.083673e-19, -1.219727e-19, -3.388132e-18, 7.051303e-01, 2.675853e-01, 2.343965e-02, 2.176501e+00, 4.979180e-01, 3.557252e-05, 6.557439e-03, 7.168535e-02, -4.141906e-07, 5.532452e-04, 2.850783e-01
61, 1.992697e+00, 1.309602e+00, -1.154047e-04, 8.417390e-21, -5.995451e-02, 1.968419e+00, 4.025447e-02, 1.639988e-04, 4.745535e+00, -1.265654e-04, 2.389180e-03, -1.570381e-07, -2.249489e-15, 2.656295e-18, -1.768288e+02, -5.315132e-19, 1.504331e-18, 1.569638e-02, -7.841672e-20, -2.202286e-20, -4.607859e-19, 5.026936e-01, 2.004142e-01, 1.275366e-02, 2.176518e+00, 2.530800e-01, 2.307238e-05, 2.386696e-03, 4.021452e-02, -1.528256e-07, 1.638342e-04, 1.467292e-01
62, 1.995222e+00, 8.581711e-01, -7.549487e-05, 2.064643e-21, -5.983619e-02, 8.452878e-01, 1.891677e-02, 3.523498e-05, 4.748558e+00, -5.229434e-05, 6.828073e-04, -4.578117e-08, -1.474711e-15, 2.981556e-18, -1.776206e+02, -3.828589e-19, 5.895349e-19, 1.573552e-02, -4.063773e-20, -2.202286e-20, -1.233280e-18, 3.294588e-01, 1.373842e-01, 5.911178e-03, 2.177214e+00, 1.087088e-01, 1.184289e-05, 6.820971e-04, 1.889801e-02, -4.427098e-08, 3.519959e-05, 6.382098e-02
63, 1.997361e+00, 4.746753e-01, -4.170342e-05, 2.719770e-21, -5.981262e-02, 2.586034e-01, 6.276556e-03, 4.188162e-06, 4.753408e+00, -1.544218e-05, 1.230108e-04, -8.504526e-09, -8.157131e-16, 1.084202e-18, -1.781212e+02, -2.049820e-19, 2.947675e-19, 1.576556e-02, -1.802923e-20, -8.893846e-21, -2.371692e-19, 1.822062e-01, 7.913474e-02, 2.037920e-03, 2.178325e+00, 3.324965e-02, 4.152020e-06, 1.228827e-04, 6.270332e-03, -8.187645e-09, 4.183954e-06, 1.976208e-02
64, 1.999170e+00, 1.493625e-01, -1.310668e-05, 9.471218e-22, -5.981244e-02, 2.560495e-02, 6.710071e-04, 1.380838e-07, 4.760423e+00, -1.476918e-06, 6.662367e-06, -4.811753e-10, -2.565680e-16, -5.421011e-20, -1.784881e+02, -7.305659e-20, 1.727947e-19, 1.578939e-02, -5.128849e-09, -3.036401e-08, -8.859965e-19, 5.733366e-02, 2.587402e-02, 3.700324e-04, 2.179931e+00, 3.292106e-03, 4.605160e-07, 6.655427e-06, 6.703418e-04, -4.622634e-10, 1.379451e-07, 1.981293e-03
