#k, z, Conve11, Conve12, Conve13, Conve22, Conve23, Conve33, Produ11, Produ12, Produ13, Produ22, Produ23, Produ33, Tdiff11, Tdiff12, Tdiff13, Tdiff22, Tdiff23, Tdiff33, Pdiff11, Pdiff12, Pdiff13, Pdiff22, Pdiff23, Pdiff33, Vdiff11, Vdiff12, Vdiff13, Vdiff22, Vdiff23, Vdiff33, Pstra11, Pstra12, Pstra13, Pstra22, Pstra23, Pstra33, Dissi11, Dissi12, Dissi13, Dissi22, Dissi23, Dissi33, B11, B12, B13, B22, B23, B33
46, 1.820992e+00, 1.352718e-03, -3.825768e-04, 2.484894e-03, 6.535667e-04, -3.877406e-05, 8.411594e-04, 2.487614e+01, 5.881324e-03, 9.084468e+00, 7.823323e-04, 2.330401e-03, -1.557005e-03, 2.312870e-01, -7.561051e-03, -1.059594e+00, -1.982933e-01, -1.190771e-02, -3.502548e-01, -1.518696e-16, 1.279359e-17, 7.107526e-01, -8.500145e-17, 5.861325e-03, -2.610094e-01, 9.229896e-01, -4.212060e-05, -7.993604e-02, -1.316980e-01, -9.502683e-04, -1.489011e-01, -5.509422e+00, -3.195210e-03, -4.423461e+00, 3.083202e+00, -1.805483e-03, 2.357329e+00, 1.074106e+01, 3.781088e-04, 1.042983e+00, 3.188523e+00, 3.271923e-04, 1.604174e+00, 9.778584e+00, -4.912589e-03, 3.186762e+00, -4.351829e-01, -6.760156e-03, -9.409014e-03
47, 1.847851e+00, 7.831384e-03, 1.948352e-04, 3.543315e-03, 9.534142e-04, -2.157930e-04, 3.367402e-04, 3.253499e+01, 9.385322e-03, 1.018841e+01, 8.060652e-04, 4.716705e-03, -1.037435e-03, -2.989780e+00, -1.144400e-02, -1.547979e+00, -2.130176e-01, -8.334800e-03, -1.493631e-02, -2.409639e-17, -2.883978e-17, 1.326448e+00, -2.905662e-17, -1.167259e-02, -4.426460e-01, 9.335511e-01, 2.255738e-03, -1.467110e-01, -1.914535e-01, -3.539101e-05, -1.410266e-01, -5.814648e+00, -2.681949e-03, -5.246995e+00, 3.412354e+00, 1.237611e-02, 2.334295e+00, 1.349678e+01, 2.381635e-03, 1.014790e+00, 3.498284e+00, 2.282627e-04, 1.585592e+00, 1.115950e+01, -5.061359e-03, 3.554842e+00, -4.905492e-01, -2.962428e-03, 1.487198e-01
48, 1.871164e+00, 1.600113e-02, 5.452511e-04, 4.079575e-03, 9.154094e-04, -2.601610e-04, -3.834022e-04, 4.229207e+01, 1.246712e-02, 1.112185e+01, 6.249951e-04, 5.494912e-03, -3.690454e-04, -7.789468e+00, -8.522169e-03, -1.913495e+00, -2.089025e-01, 3.035789e-03, 3.735633e-01, 1.599198e-18, 1.517883e-18, 1.940234e+00, 1.604619e-17, -2.478785e-02, -5.712752e-01, 4.261253e-01, 2.734823e-03, -2.543582e-01, -2.918497e-01, 8.652186e-04, -1.088241e-01, -5.941812e+00, -6.221997e-03, -6.084742e+00, 3.730333e+00, 1.927031e-02, 2.122362e+00, 1.662950e+01, 2.037832e-03, 9.382907e-01, 3.765884e+00, 5.246207e-05, 1.520920e+00, 1.234141e+01, -2.125310e-03, 3.867117e+00, -5.365932e-01, 4.086080e-03, 2.949205e-01
49, 1.891322e+00, 2.590942e-02, 1.185493e-04, 4.106538e-03, 5.253584e-04, -1.221588e-04, -1.065011e-03, 5.366919e+01, 1.225947e-02, 1.167682e+01, 4.400758e-04, 4.026035e-03, 2.998713e-04, -1.348200e+01, -3.461108e-03, -1.980958e+00, -1.972981e-01, 1.127247e-02, 7.025063e-01, -4.724411e-17, 4.250073e-17, 2.400771e+00, 4.857226e-17, -2.128442e-02, -5.913905e-01, -1.101712e+00, 4.598170e-03, -4.153314e-01, -4.238840e-01, 6.095731e-04, -5.395571e-02, -5.892417e+00, -1.146728e-02, -6.777729e+00, 4.010120e+00, 1.231599e-02, 1.746464e+00, 1.994436e+01, -5.116382e-04, 8.352556e-01, 3.969416e+00, -1.499376e-04, 1.416975e+00, 1.322279e+01, 2.322350e-03, 4.064210e+00, -5.805635e-01, 7.211742e-03, 3.880146e-01
50, 1.908691e+00, 3.540400e-02, -3.979383e-04, 3.351489e-03, 1.672987e-04, -3.506996e-06, -1.465164e-03, 6.519717e+01, 9.750698e-03, 1.165688e+01, 4.922376e-05, 2.189813e-03, 7.730855e-04, -1.840135e+01, -9.142382e-04, -1.612699e+00, -1.935847e-01, 1.219507e-02, 8.912047e-01, -7.315654e-17, 1.006140e-16, 2.533091e+00, 6.028164e-17, -8.880465e-03, -4.810698e-01, -4.333263e+00, 4.939700e-03, -6.217847e-01, -5.482857e-01, -8.718823e-05, 1.850499e-02, -5.675517e+00, -1.537907e-02, -7.118534e+00, 4.208298e+00, -3.256616e-04, 1.261157e+00, 2.310779e+01, -3.412612e-03, 7.430875e-01, 4.088185e+00, -1.588688e-04, 1.283212e+00, 1.364384e+01, 2.207640e-03, 4.090516e+00, -6.218757e-01, 5.253942e-03, 4.088233e-01
51, 1.923614e+00, 3.914279e-02, -3.813788e-04, 1.736377e-03, 1.505240e-04, 1.740764e-05, -1.573623e-03, 7.433224e+01, 7.589353e-03, 1.094479e+01, -3.632377e-04, 1.086029e-03, 9.844110e-04, -2.014957e+01, 2.442285e-03, -7.873961e-01, -2.225388e-01, 1.030768e-02, 9.273272e-01, -4.334098e-17, 1.101549e-16, 2.234417e+00, 5.312591e-17, 9.548349e-04, -2.649298e-01, -9.707648e+00, 5.666467e-03, -8.165696e-01, -6.149405e-01, 1.032522e-04, 1.018623e-01, -5.301651e+00, -1.731638e-02, -6.952353e+00, 4.273975e+00, -8.456762e-03, 7.348621e-01, 2.570908e+01, -5.619871e-03, 7.089115e-01, 4.098863e+00, -3.031051e-05, 1.131935e+00, 1.342514e+01, 4.382972e-03, 3.912244e+00, -6.628811e-01, 4.007939e-03, 3.697452e-01
52, 1.936403e+00, 3.271324e-02, -1.226367e-04, -4.731845e-04, 3.386129e-04, -1.075148e-05, -1.466009e-03, 7.808735e+01, 6.966294e-03, 9.563923e+00, -6.678233e-04, 5.422630e-04, 9.866429e-04, -1.669512e+01, 7.177944e-03, 3.439380e-01, -2.867737e-01, 7.985957e-03, 8.461056e-01, 1.200754e-17, 9.150666e-17, 1.522157e+00, 6.245005e-17, 5.282607e-03, 1.731436e-02, -1.671130e+01, 4.440062e-03, -8.858301e-01, -6.205121e-01, 5.895484e-05, 1.900644e-01, -4.783303e+00, -1.723582e-02, -6.232005e+00, 4.179156e+00, -1.052636e-02, 2.197636e-01, 2.749633e+01, -6.999449e-03, 7.796336e-01, 3.974971e+00, -2.048081e-05, 9.779715e-01, 1.236860e+01, 8.470565e-03, 3.533022e+00, -7.041071e-01, 3.374656e-03, 2.977291e-01
53, 1.947340e+00, 1.643163e-02, 1.267638e-04, -2.626626e-03, 5.699814e-04, -3.928145e-05, -1.218695e-03, 7.439862e+01, 7.088527e-03, 7.703959e+00, -8.942429e-04, 2.951851e-04, 8.522241e-04, -8.055452e+00, 1.004891e-02, 1.460904e+00, -3.625419e-01, 6.262376e-03, 6.974420e-01, 7.468798e-17, 3.599551e-17, 5.786344e-01, 5.269223e-17, 5.758340e-03, 3.405430e-01, -2.313134e+01, 7.115685e-05, -6.937355e-01, -6.135539e-01, -3.512208e-04, 2.772889e-01, -4.145527e+00, -1.563751e-02, -5.079896e+00, 3.942065e+00, -8.971059e-03, -2.636217e-01, 2.870281e+01, -7.732799e-03, 9.811558e-01, 3.711139e+00, -2.070362e-05, 8.353164e-01, 1.034706e+01, 9.177124e-03, 2.991336e+00, -7.466339e-01, 3.053606e-03, 2.184067e-01
54, 1.956676e+00, -3.937154e-03, 3.176131e-04, -4.015327e-03, 7.260865e-04, -4.907986e-05, -9.187694e-04, 6.358516e+01, 7.176758e-03, 5.679912e+00, -1.041689e-03, 2.363301e-04, 1.824488e-03, 2.931512e+00, 1.293966e-02, 2.205370e+00, -4.126050e-01, 5.051652e-03, 5.258361e-01, 5.162158e-17, 4.423545e-17, -2.810478e-01, 6.114900e-17, 3.906221e-03, 6.968297e-01, -2.537303e+01, -5.989093e-03, -1.700531e-01, -6.458142e-01, -5.638378e-04, 3.564493e-01, -3.430348e+00, -1.324517e-02, -3.784314e+00, 3.618628e+00, -5.826911e-03, -7.190482e-01, 3.013152e+01, -7.789328e-03, 1.293776e+00, 3.352221e+00, 6.576363e-05, 7.123920e-01, 7.585713e+00, 8.353870e-03, 2.360106e+00, -7.937806e-01, 2.786771e-03, 1.504182e-01
55, 1.964632e+00, -2.051541e-02, 3.894386e-04, -4.311048e-03, 7.331959e-04, -4.278336e-05, -6.317010e-04, 4.849025e+01, 6.651971e-03, 3.795006e+00, -1.069137e-03, 1.128147e-04, -5.268584e-04, 1.195913e+01, 1.506233e-02, 2.378227e+00, -4.090795e-01, 3.851775e-03, 3.617692e-01, 3.202462e-17, 2.688821e-17, -7.442525e-01, 5.789640e-17, 1.732627e-03, 1.080326e+00, -2.037095e+01, -9.520761e-03, 6.113338e-01, -7.028672e-01, -4.841436e-04, 4.181542e-01, -2.690260e+00, -1.071644e-02, -2.689772e+00, 3.272950e+00, -2.932457e-03, -1.154282e+00, 3.268901e+01, -6.745002e-03, 1.642778e+00, 3.000834e+00, 1.959785e-04, 6.094301e-01, 4.719673e+00, 7.832659e-03, 1.712076e+00, -8.416326e-01, 2.127421e-03, 9.664150e-02
56, 1.971403e+00, -2.808800e-02, 3.408499e-04, -3.682305e-03, 6.183842e-04, -2.911777e-05, -3.917820e-04, 3.298494e+01, 5.329033e-03, 2.303737e+00, -9.587377e-04, 1.087885e-04, 2.845521e-04, 1.599352e+01, 1.415119e-02, 2.040476e+00, -3.536519e-01, 2.439377e-03, 2.238930e-01, 1.234635e-17, 3.989864e-17, -6.463477e-01, 4.998172e-17, 7.869598e-04, 1.468274e+00, -7.922756e+00, -8.421597e-03, 1.440078e+00, -6.708683e-01, -1.961803e-04, 4.517102e-01, -1.979386e+00, -8.388824e-03, -2.051866e+00, 2.948427e+00, -1.531527e-03, -1.560620e+00, 3.663630e+01, -5.000562e-03, 1.921787e+00, 2.788726e+00, 3.255322e-04, 5.200114e-01, 2.468103e+00, 7.329512e-03, 1.167972e+00, -8.663967e-01, 1.311003e-03, 6.392281e-02
57, 1.977160e+00, -2.653753e-02, 2.341450e-04, -2.596350e-03, 4.571457e-04, -1.583601e-05, -2.147017e-04, 2.006690e+01, 3.636750e-03, 1.257423e+00, -7.527198e-04, 6.889555e-05, 1.558444e-04, 1.494636e+01, 1.070490e-02, 1.441762e+00, -2.701744e-01, 1.191128e-03, 1.221850e-01, 1.321371e-18, 3.382711e-17, -1.951382e-02, 5.258381e-17, 1.208960e-03, 1.815206e+00, 8.827770e+00, -4.944070e-03, 2.072010e+00, -3.880614e-01, 1.751048e-04, 4.487761e-01, -1.345291e+00, -6.381570e-03, -1.955557e+00, 2.656496e+00, -1.616827e-03, -1.906024e+00, 4.131737e+01, -3.640641e-03, 2.040245e+00, 2.821222e+00, 4.115142e-04, 4.358459e-01, 1.204907e+00, 6.422508e-03, 7.584752e-01, -8.241722e-01, 6.315828e-04, 4.466755e-02
58, 1.982048e+00, -1.963988e-02, 1.328335e-04, -1.526496e-03, 3.044233e-04, -6.852658e-06, -1.012870e-04, 1.094431e+01, 2.129421e-03, 6.134586e-01, -5.195076e-04, 3.711283e-05, 7.316869e-05, 1.098196e+01, 6.637321e-03, 8.482750e-01, -1.840627e-01, 4.436448e-04, 5.739649e-02, 5.563312e-18, 1.604619e-17, 9.654400e-01, 4.022390e-17, 2.357793e-03, 2.066040e+00, 2.533199e+01, -2.166568e-03, 2.352289e+00, 2.622760e-01, 4.807633e-04, 4.079295e-01, -8.214975e-01, -4.730745e-03, -2.326369e+00, 2.383628e+00, -2.560231e-03, -2.145727e+00, 4.565030e+01, -3.402056e-03, 1.963932e+00, 3.133701e+00, 4.311817e-04, 3.515995e-01, 8.060989e-01, 5.138651e-03, 4.906891e-01, -6.726836e-01, 3.347539e-04, 3.421358e-02
59, 1.986197e+00, -1.184902e-02, 6.468776e-05, -7.449888e-04, 1.821832e-04, -2.268463e-06, -3.990737e-05, 5.339094e+00, 1.081831e-03, 2.636767e-01, -3.134280e-04, 1.686046e-05, 2.853188e-05, 6.594061e+00, 3.321008e-03, 4.141010e-01, -1.110528e-01, 1.154074e-04, 2.253997e-02, 9.466440e-18, 1.235990e-17, 2.099147e+00, 2.504507e-17, 3.725257e-03, 2.174864e+00, 3.819465e+01, -1.500215e-03, 2.271221e+00, 1.300947e+00, 6.020233e-04, 3.366419e-01, -4.233555e-01, -3.432375e-03, -2.998828e+00, 2.106070e+00, -3.836195e-03, -2.239713e+00, 4.884498e+01, -4.299800e-03, 1.722333e+00, 3.691443e+00, 3.881486e-04, 2.670771e-01, 8.713242e-01, 3.705362e-03, 3.277292e-01, -3.959743e-01, 2.374735e-04, 2.732450e-02
60, 1.989715e+00, -5.877015e-03, 2.760213e-05, -2.958973e-04, 9.502529e-05, -5.247563e-07, -1.261948e-05, 2.299107e+00, 4.773772e-04, 9.708112e-02, -1.619277e-04, 6.369480e-06, 8.846794e-06, 3.260977e+00, 1.316436e-03, 1.645156e-01, -5.778506e-02, 1.853877e-05, 7.112668e-03, 7.718164e-18, 1.084202e-17, 3.207279e+00, 1.946143e-17, 5.050224e-03, 2.116590e+00, 4.635799e+01, -2.923880e-03, 1.930553e+00, 2.671249e+00, 5.575426e-04, 2.491143e-01, -1.492774e-01, -2.439775e-03, -3.790377e+00, 1.802604e+00, -5.125250e-03, -2.165484e+00, 5.072767e+01, -5.926768e-03, 1.383429e+00, 4.424443e+00, 3.099138e-04, 1.864300e-01, 1.047010e+00, 2.329324e-03, 2.259193e-01, -8.631107e-03, 1.980358e-04, 2.092510e-02
61, 1.992697e+00, -2.349053e-03, 1.012287e-05, -9.149919e-05, 4.092309e-05, -6.366009e-08, -3.011432e-06, 8.433216e-01, 1.781100e-04, 2.898017e-02, -6.866505e-05, 1.921166e-06, 2.036465e-06, 1.301253e+00, 4.217196e-04, 5.089216e-02, -2.471039e-02, 2.810514e-06, 1.695625e-03, 6.810145e-18, 8.890458e-18, 4.176100e+00, 1.794355e-17, 6.178004e-03, 1.888634e+00, 5.059931e+01, -5.472311e-03, 1.466632e+00, 4.287591e+00, 4.378515e-04, 1.614661e-01, 1.420580e-02, -1.680455e-03, -4.550309e+00, 1.461332e+00, -6.235481e-03, -1.921845e+00, 5.158898e+01, -7.750638e-03, 1.018064e+00, 5.264826e+00, 2.254628e-04, 1.156494e-01, 1.171460e+00, 1.187578e-03, 1.543232e-01, 4.592776e-01, 1.597071e-04, 1.430665e-02
62, 1.995222e+00, -7.049203e-04, 2.931740e-06, -1.998047e-05, 1.327048e-05, 4.357836e-09, -4.832414e-07, 2.421375e-01, 5.177554e-05, 6.260671e-03, -2.185941e-05, 4.165802e-07, 3.041676e-07, 3.901658e-01, 1.084509e-04, 1.111890e-02, -7.946774e-03, 9.630513e-07, 2.720077e-04, 4.245329e-18, 6.288373e-18, 4.946514e+00, 1.105886e-17, 7.025202e-03, 1.506768e+00, 5.237944e+01, -8.161330e-03, 9.888082e-01, 6.071438e+00, 3.021627e-04, 8.717669e-02, 8.674062e-02, -1.084177e-03, -5.179380e+00, 1.080951e+00, -7.067240e-03, -1.526071e+00, 5.186624e+01, -9.403652e-03, 6.759525e-01, 6.165444e+00, 1.481888e-04, 5.997223e-02, 1.232950e+00, 3.154392e-04, 9.738929e-02, 9.789632e-01, 1.133117e-04, 8.174491e-03
63, 1.997361e+00, -1.286483e-04, 5.309778e-07, -2.421464e-06, 2.635396e-06, 2.511314e-09, -4.022128e-08, 4.376783e-02, 9.415132e-06, 7.490166e-04, -4.148852e-06, 4.997444e-08, 2.102651e-08, 7.118235e-02, 1.838040e-05, 1.348325e-03, -1.562634e-03, 2.219090e-07, 2.263804e-05, 1.831285e-18, 1.084202e-18, 5.499422e+00, 6.098637e-18, 7.571818e-03, 9.992097e-01, 5.299585e+01, -1.054172e-02, 5.572868e-01, 7.962972e+00, 1.736878e-04, 3.469831e-02, 8.963034e-02, -5.985997e-04, -5.629153e+00, 6.686277e-01, -7.597719e-03, -1.008021e+00, 5.192370e+01, -1.077519e-02, 3.802339e-01, 7.099886e+00, 8.187313e-05, 2.234724e-02, 1.276852e+00, -3.378588e-04, 4.942132e-02, 1.530144e+00, 6.618227e-05, 3.562319e-03
64, 1.999170e+00, -7.445368e-06, 2.922864e-08, -9.061715e-08, 1.983131e-07, 1.748584e-10, -9.598350e-10, 2.372956e-03, 4.963824e-07, 2.499170e-05, -1.908193e-07, 1.648815e-09, 3.589008e-10, 3.791602e-03, 9.478965e-07, 4.785536e-05, -1.038727e-04, 1.344397e-08, 5.225506e-07, 4.785736e-19, 1.084202e-18, 4.418615e+00, 2.039655e-18, 6.030233e-03, 5.540105e-01, 4.201887e+01, -9.663809e-03, 1.876788e-01, 7.601846e+00, 5.946964e-05, 6.940114e-03, 4.289873e-02, -1.899798e-04, -5.891125e+00, 2.365329e-01, -1.784737e-02, -5.563827e-01, 5.195204e+01, -5.897919e-03, 1.806390e-01, 8.052229e+00, 2.244427e-04, 5.921670e-03, -9.884102e+00, -3.954455e-03, -1.465397e+00, -2.139539e-01, -1.198210e-02, -1.353192e-03
