 6.000000e-02 3.096560e+01
 6.600000e-01 3.089614e+01
 1.260000e+00 3.082166e+01
 1.860000e+00 3.073463e+01
 2.460000e+00 3.062726e+01
 3.040000e+00 3.049314e+01
 3.640000e+00 3.031693e+01
 4.240000e+00 3.008072e+01
 4.840000e+00 2.975662e+01
 5.420000e+00 2.931717e+01
 6.020000e+00 2.870828e+01
 6.620000e+00 2.794479e+01
 7.220000e+00 2.702639e+01
 7.800000e+00 2.599205e+01
 8.400000e+00 2.479878e+01
 9.000000e+00 2.353101e+01
 9.600000e+00 2.221335e+01
 1.018000e+01 2.091584e+01
 1.078000e+01 1.959488e+01
 1.138000e+01 1.831465e+01
 1.198000e+01 1.710984e+01
 1.256000e+01 1.601114e+01
 1.316000e+01 1.493115e+01
 1.376000e+01 1.391297e+01
 1.436000e+01 1.296213e+01
 1.496000e+01 1.207722e+01
 1.554000e+01 1.128431e+01
 1.614000e+01 1.052484e+01
 1.674000e+01 9.821718e+00
 1.734000e+01 9.169017e+00
 1.792000e+01 8.580201e+00
 1.852000e+01 8.012301e+00
 1.912000e+01 7.486268e+00
 1.972000e+01 7.001204e+00
 2.030000e+01 6.568352e+00
 2.090000e+01 6.155779e+00
 2.150000e+01 5.774662e+00
 2.210000e+01 5.420468e+00
 2.268000e+01 5.100244e+00
 2.328000e+01 4.790815e+00
 2.388000e+01 4.502785e+00
 2.448000e+01 4.234748e+00
