 1.100000e-01 3.106202e+01
 1.210000e+00 3.093923e+01
 2.310000e+00 3.071077e+01
 3.380000e+00 3.039602e+01
 4.480000e+00 2.999957e+01
 5.550000e+00 2.937394e+01
 6.650000e+00 2.800366e+01
 7.720000e+00 2.583928e+01
 8.820000e+00 2.400940e+01
 9.920000e+00 2.152634e+01
 1.099000e+01 1.914292e+01
 1.209000e+01 1.687810e+01
 1.316000e+01 1.477139e+01
 1.426000e+01 1.298980e+01
 1.533000e+01 1.150850e+01
 1.643000e+01 9.907147e+00
 1.750000e+01 8.648641e+00
 1.860000e+01 7.535557e+00
 1.970000e+01 6.576879e+00
 2.077000e+01 5.792379e+00
 2.187000e+01 5.091543e+00
 2.294000e+01 4.503746e+00
 2.404000e+01 4.000501e+00
