 5.577926e-02 3.097066e+01
 6.164851e-01 3.090539e+01
 1.184833e+00 3.083515e+01
 1.749678e+00 3.075616e+01
 2.280122e+00 3.066761e+01
 2.746304e+00 3.056570e+01
 3.221463e+00 3.044818e+01
 3.677798e+00 3.030929e+01
 4.123887e+00 3.013965e+01
 4.525378e+00 2.995394e+01
 4.885292e+00 2.974646e+01
 5.197505e+00 2.951917e+01
 5.511788e+00 2.925744e+01
 5.828588e+00 2.894354e+01
 6.147706e+00 2.857968e+01
 6.461441e+00 2.818121e+01
 6.795374e+00 2.770732e+01
 7.172776e+00 2.711836e+01
 7.538536e+00 2.649039e+01
 7.898371e+00 2.582588e+01
 8.235078e+00 2.516263e+01
 8.527543e+00 2.455715e+01
 8.849084e+00 2.387488e+01
 9.197575e+00 2.312353e+01
 9.545396e+00 2.235881e+01
 9.860970e+00 2.165507e+01
 1.015695e+01 2.098842e+01
 1.051739e+01 2.018824e+01
 1.094421e+01 1.925781e+01
 1.138822e+01 1.831964e+01
 1.185633e+01 1.737592e+01
 1.236922e+01 1.639481e+01
 1.284791e+01 1.550979e+01
 1.340708e+01 1.451884e+01
 1.402515e+01 1.349288e+01
 1.466240e+01 1.250734e+01
 1.535100e+01 1.153003e+01
 1.602551e+01 1.065184e+01
 1.667289e+01 9.877348e+00
 1.733236e+01 9.150294e+00
 1.800127e+01 8.464258e+00
 1.870804e+01 7.797425e+00
 1.949230e+01 7.126723e+00
 2.025379e+01 6.539282e+00
 2.115841e+01 5.915430e+00
 2.204221e+01 5.367257e+00
 2.293096e+01 4.876209e+00
 2.383479e+01 4.437333e+00
 2.477307e+01 4.040604e+00
