 5.947627e-02 3.100602e+01
 6.594583e-01 3.093565e+01
 1.277499e+00 3.085733e+01
 1.921654e+00 3.076194e+01
 2.567768e+00 3.064403e+01
 3.266090e+00 3.047737e+01
 4.016178e+00 3.023001e+01
 4.703102e+00 2.990060e+01
 5.278157e+00 2.951228e+01
 5.782690e+00 2.904518e+01
 6.201670e+00 2.856556e+01
 6.656477e+00 2.796954e+01
 7.131360e+00 2.724318e+01
 7.543564e+00 2.653801e+01
 8.020676e+00 2.564320e+01
 8.506204e+00 2.465340e+01
 8.989271e+00 2.362143e+01
 9.533254e+00 2.243834e+01
 1.000000e+01 2.137263e+01
 1.048735e+01 2.034485e+01
 1.098583e+01 1.925734e+01
 1.158209e+01 1.800547e+01
 1.229483e+01 1.660729e+01
 1.302043e+01 1.525461e+01
 1.378202e+01 1.391203e+01
 1.462338e+01 1.257192e+01
 1.544637e+01 1.140510e+01
 1.636932e+01 1.018890e+01
 1.715681e+01 9.255414e+00
 1.814772e+01 8.241120e+00
 1.930030e+01 7.215223e+00
 2.055537e+01 6.274191e+00
 2.179204e+01 5.472950e+00
 2.302152e+01 4.803144e+00
 2.462003e+01 4.070343e+00
