 5.577926e-02 3.099981e+01
 6.161717e-01 3.093404e+01
 1.184355e+00 3.086269e+01
 1.749265e+00 3.078196e+01
 2.279728e+00 3.069183e+01
 2.746237e+00 3.059646e+01
 3.221221e+00 3.047896e+01
 3.677453e+00 3.034078e+01
 4.123641e+00 3.017336e+01
 4.524443e+00 2.998640e+01
 4.883920e+00 2.978034e+01
 5.197389e+00 2.956263e+01
 5.511547e+00 2.930030e+01
 5.828286e+00 2.898641e+01
 6.147018e+00 2.862226e+01
 6.460032e+00 2.822238e+01
 6.794229e+00 2.774979e+01
 7.171426e+00 2.716036e+01
 7.538593e+00 2.653042e+01
 7.896061e+00 2.586570e+01
 8.229609e+00 2.520472e+01
 8.521818e+00 2.459883e+01
 8.842829e+00 2.391726e+01
 9.191148e+00 2.316527e+01
 9.539093e+00 2.239948e+01
 9.854863e+00 2.169581e+01
 1.015456e+01 2.102901e+01
 1.050784e+01 2.024991e+01
 1.092694e+01 1.933766e+01
 1.136134e+01 1.841994e+01
 1.186277e+01 1.740671e+01
 1.237908e+01 1.641538e+01
 1.285339e+01 1.553655e+01
 1.340462e+01 1.455393e+01
 1.401419e+01 1.353360e+01
 1.462780e+01 1.258135e+01
 1.528326e+01 1.164158e+01
 1.600515e+01 1.068072e+01
 1.668387e+01 9.843302e+00
 1.738878e+01 9.050154e+00
 1.809549e+01 8.332273e+00
 1.880815e+01 7.681234e+00
 1.961063e+01 7.021160e+00
 2.047287e+01 6.384839e+00
 2.140907e+01 5.766405e+00
 2.242317e+01 5.171758e+00
 2.339486e+01 4.676115e+00
 2.442133e+01 4.224334e+00
