#k, z, Conve11, Conve12, Conve13, Conve22, Conve23, Conve33, Produ11, Produ12, Produ13, Produ22, Produ23, Produ33, Tdiff11, Tdiff12, Tdiff13, Tdiff22, Tdiff23, Tdiff33, Pdiff11, Pdiff12, Pdiff13, Pdiff22, Pdiff23, Pdiff33, Vdiff11, Vdiff12, Vdiff13, Vdiff22, Vdiff23, Vdiff33, Pstra11, Pstra12, Pstra13, Pstra22, Pstra23, Pstra33, Dissi11, Dissi12, Dissi13, Dissi22, Dissi23, Dissi33, B11, B12, B13, B22, B23, B33
26, 4.967933e-01, -5.851604e-03, -3.670368e-04, 9.198760e-04, -9.311520e-04, -7.304039e-05, -3.297716e-04, 4.904120e+00, 1.428668e-02, -2.714630e+00, -5.558943e-04, -1.296749e-02, 1.160066e-03, 1.126847e+00, -7.536879e-03, -2.489899e-01, 4.213567e-02, -2.545563e-04, 5.145157e-02, -1.486441e-16, 5.377643e-17, 1.285824e+00, -1.517883e-17, 2.522801e-02, -2.601550e-01, 9.440035e-02, -4.222903e-03, 2.334495e-03, 5.578389e-05, 5.396743e-04, -7.296441e-03, -2.213474e+00, -3.197280e-03, 4.562996e-01, 1.212602e+00, -1.642907e-02, 1.032388e+00, 2.370698e+00, -1.405751e-04, -4.628615e-01, 1.203159e+00, 4.457909e-05, 8.067075e-01, 1.547047e+00, -1.627649e-04, -7.572207e-01, 5.200932e-02, -3.854963e-03, 1.117003e-02
27, 5.633095e-01, -4.788695e-03, -4.347406e-05, 9.039347e-04, -3.900655e-04, -7.169406e-05, -3.327880e-04, 3.719162e+00, 1.966754e-03, -2.202321e+00, -1.117420e-03, -2.651939e-03, 1.256545e-03, 9.198463e-01, -5.992183e-03, -2.481859e-01, 6.950923e-02, 3.293618e-03, 1.113976e-01, -9.969239e-17, 8.630249e-17, 1.184602e+00, 1.994932e-17, 1.639624e-02, -2.396527e-01, 6.083611e-02, 1.872300e-03, 4.283899e-04, 8.361412e-03, -2.246330e-04, 1.337556e-03, -1.754465e+00, 6.154510e-03, 3.495182e-01, 9.690234e-01, -1.667093e-02, 8.039460e-01, 1.817268e+00, 2.748625e-03, -3.702382e-01, 9.672180e-01, 8.310148e-05, 6.685087e-01, 1.132901e+00, 1.296231e-03, -5.466235e-01, 7.894872e-02, 1.309517e-04, 1.010901e-02
28, 6.348400e-01, -3.475130e-03, 1.459010e-04, 9.348897e-04, 7.958036e-06, 6.524525e-05, -6.233693e-04, 2.662147e+00, -5.162859e-03, -1.735156e+00, -1.511845e-04, 4.864070e-03, 1.142290e-03, 8.146009e-01, -9.156844e-03, -2.407091e-01, 1.012442e-01, 3.987297e-03, 1.574102e-01, -1.378563e-16, 2.493665e-17, 1.074455e+00, 3.859760e-17, 1.418348e-03, -2.161560e-01, 4.350083e-02, 4.422758e-04, -6.260950e-04, 1.387170e-02, 1.021396e-04, 6.050457e-03, -1.339407e+00, 1.069720e-02, 2.354936e-01, 7.402874e-01, -6.647281e-03, 6.076362e-01, 1.395012e+00, 2.007065e-03, -2.867207e-01, 7.658668e-01, 6.655042e-05, 5.490021e-01, 7.893054e-01, -5.333194e-03, -3.807569e-01, 8.937733e-02, 3.592777e-03, 7.704535e-03
29, 7.108510e-01, -3.357925e-03, 1.192789e-04, 9.189129e-04, -5.170587e-04, 2.165843e-05, -8.896737e-04, 1.739883e+00, -4.649604e-03, -1.302693e+00, 5.409985e-04, 6.733586e-03, 1.136075e-03, 8.291409e-01, -4.254028e-04, -2.384409e-01, 1.299097e-01, 1.201279e-03, 1.955347e-01, -1.813328e-17, -6.071532e-18, 9.884795e-01, 5.637851e-17, -6.539806e-03, -1.884247e-01, 4.092637e-02, -7.982439e-04, -3.667484e-04, 1.884871e-02, 3.956826e-04, 8.901691e-03, -9.678804e-01, 7.255530e-03, 8.669113e-02, 5.415813e-01, 1.229483e-04, 4.339367e-01, 1.078933e+00, 1.306312e-03, -2.126161e-01, 5.991613e-01, -1.798491e-05, 4.516599e-01, 5.664942e-01, -4.331190e-05, -2.546333e-01, 9.223640e-02, 1.910015e-03, 3.143268e-04
30, 7.906069e-01, -3.878158e-03, -5.999980e-05, 7.382362e-04, -5.225568e-04, -1.351038e-05, -8.924010e-04, 9.562649e-01, -5.114030e-03, -9.049241e-01, 1.068865e-03, 5.526579e-03, 1.013068e-03, 9.081310e-01, 1.767279e-03, -2.153401e-01, 1.478176e-01, 2.728576e-04, 2.247901e-01, 6.369688e-18, 3.469447e-18, 8.545514e-01, 3.122502e-17, -7.004698e-03, -1.602838e-01, 5.124614e-02, 2.366498e-04, -2.671269e-04, 2.174499e-02, -3.744377e-05, 1.072990e-02, -6.632562e-01, 3.718291e-03, -3.722111e-02, 3.864001e-01, 1.452895e-03, 2.857672e-01, 8.518748e-01, 8.218044e-04, -1.466250e-01, 4.702049e-01, 8.735446e-05, 3.776179e-01, 4.043892e-01, -1.536154e-04, -1.573143e-01, 8.734929e-02, 1.363455e-04, -1.470894e-02
31, 8.731889e-01, -3.775242e-03, 1.958281e-04, 4.511341e-04, -5.341575e-04, 1.370998e-04, -9.056895e-04, 3.659006e-01, -2.721957e-03, -5.342886e-01, 6.530900e-04, 5.153379e-03, 9.144685e-04, 9.946310e-01, 1.981953e-03, -1.507710e-01, 1.633407e-01, -1.985533e-03, 2.464472e-01, -6.884684e-18, -2.862294e-17, 5.888979e-01, 2.255141e-17, -5.948883e-04, -1.356373e-01, 6.632502e-02, 1.094459e-03, -5.596345e-04, 2.361743e-02, -7.089715e-05, 1.172233e-02, -4.398362e-01, -1.473474e-05, -7.072529e-02, 2.832918e-01, -1.481213e-03, 1.715552e-01, 7.055310e-01, 1.871696e-04, -8.628037e-02, 3.826074e-01, 1.509647e-04, 3.278350e-01, 2.852647e-01, -4.327759e-05, -8.161732e-02, 8.882981e-02, 7.327833e-04, -3.192735e-02
32, 9.575304e-01, -4.140470e-03, 2.100931e-04, 2.418010e-04, -6.919013e-04, 1.988926e-04, -1.036716e-03, 4.538208e-02, -2.316747e-04, -1.811731e-01, 3.138072e-04, 4.832117e-03, 1.065625e-03, 1.052576e+00, 4.608765e-04, -5.593914e-02, 1.736794e-01, -4.506397e-03, 2.609661e-01, 3.518236e-17, -1.474515e-17, 2.071006e-01, 2.233456e-17, 5.323630e-03, -1.214951e-01, 7.874330e-02, 5.022570e-04, -1.588472e-04, 2.697355e-02, -1.623791e-04, 1.220975e-02, -3.204523e-01, -1.044289e-03, -2.415279e-02, 2.300855e-01, -3.320986e-03, 1.083219e-01, 6.341001e-01, -4.936433e-04, -2.921366e-02, 3.385054e-01, 4.188724e-04, 3.029320e-01, 2.262890e-01, -2.928015e-05, -2.535143e-02, 9.323884e-02, 1.548219e-03, -4.082698e-02
33, 1.042470e+00, -4.877153e-03, -4.573658e-05, -6.764082e-05, -8.391680e-04, -6.525910e-06, -1.046142e-03, 3.708561e-02, 1.833757e-03, 1.622375e-01, 6.052386e-04, 1.800156e-03, 5.964429e-04, 1.055292e+00, -3.565251e-04, 4.925832e-02, 1.764529e-01, -5.591381e-03, 2.581084e-01, 1.837723e-17, -3.773024e-17, -2.026034e-01, -4.770490e-18, 7.051619e-03, -1.207173e-01, 7.931648e-02, -1.265880e-03, 1.655952e-04, 2.696727e-02, 3.423536e-05, 1.221335e-02, -3.159783e-01, 2.838212e-04, 3.615749e-02, 2.281844e-01, -2.218815e-03, 1.066533e-01, 6.333394e-01, -8.645688e-04, 2.687170e-02, 3.381545e-01, 2.428197e-04, 3.030855e-01, 2.272532e-01, 1.405479e-03, 1.841138e-02, 9.489460e-02, 8.395198e-04, -4.518514e-02
34, 1.126811e+00, -4.671597e-03, -2.234502e-04, -3.206939e-04, -9.385077e-04, -1.343154e-04, -9.586139e-04, 3.580752e-01, 2.951845e-03, 5.235265e-01, 8.057087e-04, -1.293972e-03, 2.186276e-03, 1.002816e+00, -2.246332e-03, 1.463119e-01, 1.682030e-01, -4.445430e-03, 2.428100e-01, 1.707618e-17, -2.211772e-17, -5.518246e-01, -1.734723e-18, 5.651720e-03, -1.347462e-01, 6.828154e-02, -6.999715e-05, 4.723957e-04, 2.394533e-02, -4.605729e-05, 1.160045e-02, -4.312132e-01, 1.739568e-04, 4.911558e-02, 2.788099e-01, -1.738513e-03, 1.685146e-01, 7.037183e-01, -3.535188e-04, 8.436193e-02, 3.818969e-01, 1.001534e-04, 3.282598e-01, 2.989128e-01, 1.386442e-03, 8.356056e-02, 9.080550e-02, -1.838090e-03, -3.693600e-02
35, 1.209393e+00, -4.298029e-03, -3.244123e-04, -7.018748e-04, -9.435856e-04, -9.415176e-05, -9.394427e-04, 9.404602e-01, 3.444411e-03, 8.945556e-01, 2.985510e-04, -6.286274e-04, 1.005771e-03, 9.143696e-01, -1.344559e-03, 2.117150e-01, 1.534729e-01, -5.684937e-05, 2.216262e-01, 1.301043e-17, -1.691355e-17, -7.968761e-01, 1.008308e-17, -9.507913e-04, -1.596549e-01, 5.291481e-02, 2.650673e-04, 4.061457e-04, 2.170065e-02, 1.458258e-04, 1.041407e-02, -6.543486e-01, -1.771876e-03, -6.771291e-03, 3.825172e-01, 8.017165e-04, 2.816855e-01, 8.483182e-01, 1.545443e-04, 1.449478e-01, 4.691243e-01, 3.082061e-04, 3.780400e-01, 4.093759e-01, 7.629114e-04, 1.587834e-01, 8.980867e-02, -9.027800e-04, -2.202396e-02
36, 1.289149e+00, -3.826235e-03, -1.109378e-04, -1.056242e-03, -7.387791e-04, 2.004229e-05, -9.541362e-04, 1.722415e+00, 3.398831e-03, 1.292637e+00, 5.219096e-05, 1.766115e-03, 7.960078e-04, 8.341622e-01, 4.498513e-03, 2.314160e-01, 1.315961e-01, 6.042935e-03, 1.909327e-01, -5.421011e-19, -5.811324e-17, -9.502976e-01, -5.746272e-18, -1.168112e-02, -1.841809e-01, 4.442517e-02, 2.477067e-04, 3.316214e-04, 1.950041e-02, -1.411244e-04, 8.443807e-03, -9.606459e-01, -5.618848e-03, -1.188506e-01, 5.406795e-01, 6.550083e-03, 4.267972e-01, 1.073511e+00, 4.423725e-04, 2.110488e-01, 5.974778e-01, 8.827694e-04, 4.517869e-01, 5.706714e-01, 2.194768e-03, 2.452438e-01, 9.508911e-02, 1.634075e-03, -8.043925e-03
37, 1.365160e+00, -3.946271e-03, 4.487381e-07, -1.098530e-03, -1.980239e-04, -2.638468e-04, -9.208878e-04, 2.658145e+00, 3.015077e-03, 1.728391e+00, 1.798440e-04, 4.375057e-03, 5.587586e-04, 8.104201e-01, 7.494566e-03, 2.309826e-01, 9.963780e-02, 8.505479e-03, 1.487086e-01, -3.388132e-17, -3.252607e-17, -1.064596e+00, -8.348357e-18, -1.033511e-02, -2.058374e-01, 4.603870e-02, 1.331295e-03, 1.491661e-04, 1.654976e-02, -5.558414e-05, 5.822712e-03, -1.329434e+00, -1.197843e-02, -2.471162e-01, 7.459068e-01, 8.213936e-04, 5.959084e-01, 1.389858e+00, 3.829175e-04, 2.850785e-01, 7.646019e-01, 1.076342e-03, 5.488160e-01, 7.992579e-01, -5.208541e-04, 3.638308e-01, 9.787040e-02, 2.498746e-03, -2.734006e-03
38, 1.436690e+00, -5.359120e-03, 1.777333e-04, -1.504058e-03, -3.832101e-05, -3.636253e-04, -9.562530e-04, 3.731068e+00, 5.678708e-03, 2.210762e+00, -8.559111e-05, 8.107390e-03, 6.844270e-04, 8.980038e-01, 5.219636e-03, 2.403459e-01, 6.493833e-02, 7.007691e-03, 1.040764e-01, -8.803722e-17, 1.084202e-17, -1.166553e+00, 4.640385e-17, -7.711469e-04, -2.348837e-01, 6.059615e-02, -1.242960e-03, -4.423278e-04, 9.414139e-03, 3.336721e-04, 1.492575e-03, -1.756831e+00, -1.152331e-02, -3.739281e-01, 9.769206e-01, -1.050160e-02, 7.977740e-01, 1.813523e+00, 6.089622e-04, 3.686368e-01, 9.674190e-01, 9.982664e-04, 6.678304e-01, 1.124672e+00, -2.654617e-03, 5.430519e-01, 8.380684e-02, 3.541369e-03, 2.269514e-03
39, 1.503207e+00, -6.563478e-03, 1.777703e-04, -1.745135e-03, -9.391700e-04, -4.248371e-05, -9.293316e-04, 4.929932e+00, 8.624219e-03, 2.732771e+00, -5.563988e-04, 1.188596e-02, 8.282280e-04, 1.100925e+00, -3.819635e-03, 2.323717e-01, 3.107834e-02, 3.721523e-04, 4.637839e-02, -1.207801e-16, 9.020562e-17, -1.254657e+00, -6.071532e-18, 1.377795e-02, -2.596726e-01, 9.008165e-02, -2.562771e-03, -2.383651e-03, -3.326654e-03, -7.897263e-05, -6.629739e-03, -2.228441e+00, -1.066742e-02, -4.956247e-01, 1.225311e+00, -1.696850e-02, 1.030645e+00, 2.368218e+00, 6.310985e-04, 4.606186e-01, 1.203838e+00, 5.754839e-04, 8.051551e-01, 1.530843e+00, -9.234474e-03, 7.536032e-01, 4.960729e-02, 8.455580e-03, 7.323269e-03
40, 1.564377e+00, -9.501199e-03, 2.318602e-04, -1.812694e-03, -9.476919e-04, 3.580351e-04, -2.425691e-04, 6.271454e+00, 1.302367e-02, 3.297076e+00, -4.088005e-04, 1.206604e-02, 3.396574e-04, 1.414456e+00, -1.321701e-02, 2.001369e-01, -9.093432e-03, -1.343476e-02, -5.882795e-02, 3.187554e-17, 8.760354e-17, -1.326932e+00, -3.556183e-17, 2.970041e-02, -2.609972e-01, 1.535359e-01, -2.612703e-03, -3.737237e-03, -1.651258e-02, -2.281156e-04, -2.046467e-02, -2.714962e+00, -5.089469e-03, -5.832440e-01, 1.474704e+00, -2.842746e-02, 1.293124e+00, 3.096054e+00, -2.026077e-03, 5.599716e-01, 1.469109e+00, 1.212505e-04, 9.530506e-01, 2.037931e+00, -6.101293e-03, 1.025141e+00, -1.947188e-02, -8.031637e-04, 3.654899e-04
41, 1.620060e+00, -1.078020e-02, 7.070757e-04, -1.069201e-03, -2.098110e-06, 5.060981e-04, 1.138544e-03, 7.851081e+00, 1.303221e-02, 3.909355e+00, -2.145183e-04, 1.085660e-02, -1.107198e-03, 1.880506e+00, -1.706269e-02, 1.407537e-01, -5.090038e-02, -1.220611e-02, -2.203369e-01, 2.139673e-16, 2.515349e-17, -1.348117e+00, -7.806256e-18, 2.031035e-02, -2.391699e-01, 2.508416e-01, 1.453261e-03, -5.546852e-03, -3.372910e-02, 1.295991e-04, -4.183162e-02, -3.206852e+00, -3.907613e-03, -6.250938e-01, 1.703026e+00, -2.180994e-02, 1.587594e+00, 4.044909e+00, -3.832939e-03, 6.618307e-01, 1.752388e+00, 4.646514e-04, 1.099013e+00, 2.741448e+00, -3.358966e-03, 1.410590e+00, -1.342039e-01, -3.690251e-03, -1.500291e-02
42, 1.670277e+00, -1.145578e-02, -1.378492e-04, 2.227310e-04, 2.516378e-04, 2.975838e-04, 2.275343e-03, 9.776558e+00, 1.432738e-02, 4.556155e+00, -7.610147e-05, 9.017180e-03, -2.806862e-03, 2.395437e+00, -1.696951e-02, 2.704404e-02, -1.017869e-01, -3.532091e-03, -3.986405e-01, 1.360403e-16, -4.250073e-17, -1.252546e+00, 2.081668e-17, -7.348337e-03, -2.204491e-01, 3.882482e-01, 6.082974e-04, -1.226271e-02, -5.081458e-02, 9.210058e-05, -6.913153e-02, -3.696985e+00, -7.772097e-03, -6.138842e-01, 1.913878e+00, 3.450148e-03, 1.903635e+00, 5.266438e+00, -6.466723e-03, 7.568346e-01, 2.044852e+00, 1.212901e-03, 1.227939e+00, 3.608275e+00, -3.201367e-03, 1.947449e+00, -2.839038e-01, 1.685155e-04, -1.760726e-02
43, 1.715186e+00, -1.214345e-02, -5.643952e-04, 1.350808e-03, 1.291191e-03, 2.811691e-04, 2.719339e-03, 1.225154e+01, 1.166953e-02, 5.240173e+00, 8.455763e-04, 7.343518e-04, -3.892060e-03, 2.676422e+00, -1.219585e-03, -1.909904e-01, -1.780023e-01, 2.744911e-03, -5.387568e-01, 8.174884e-17, -4.943962e-17, -9.619407e-01, 1.452831e-17, -2.571855e-02, -2.258230e-01, 5.847362e-01, -1.986954e-03, -2.300686e-02, -6.219695e-02, -2.014694e-05, -9.720033e-02, -4.124116e+00, -1.349420e-02, -5.525230e-01, 2.108079e+00, 2.334560e-02, 2.193972e+00, 6.815614e+00, -8.546600e-03, 8.313358e-01, 2.335805e+00, 1.624109e-03, 1.323907e+00, 4.585115e+00, 4.079786e-03, 2.679026e+00, -4.683710e-01, -8.191155e-04, 1.674442e-03
44, 1.755046e+00, -9.177969e-03, 2.214570e-04, 2.826863e-03, 2.011110e-03, 2.598185e-04, 2.609098e-03, 1.561052e+01, -1.507338e-04, 5.959361e+00, 1.184063e-03, -9.156241e-03, -6.067370e-03, 2.369227e+00, 8.188842e-03, -5.283705e-01, -2.511321e-01, 5.446763e-03, -5.673984e-01, 1.051676e-17, -3.903128e-17, -3.863711e-01, 8.413409e-17, -3.672219e-02, -2.662807e-01, 8.138306e-01, -5.663440e-03, -4.458708e-02, -7.724572e-02, -1.458821e-03, -1.179137e-01, -4.425755e+00, -2.187281e-02, -4.581614e-01, 2.284923e+00, 3.016035e-02, 2.393909e+00, 8.738668e+00, -1.013314e-02, 8.733184e-01, 2.611486e+00, 1.596081e-03, 1.375303e+00, 5.638334e+00, -9.586463e-03, 3.665726e+00, -6.557679e-01, -1.358604e-02, 5.833734e-02
45, 1.790190e+00, -3.526413e-03, 1.119522e-03, 5.046858e-03, 2.044892e-03, 5.515701e-05, 2.019179e-03, 2.026178e+01, -9.441847e-03, 6.771862e+00, 1.601256e-03, -1.339376e-02, -2.085822e-03, 1.054700e+00, 1.291203e-02, -9.663140e-01, -2.918906e-01, 1.120658e-02, -4.430103e-01, -3.355606e-17, 7.199102e-17, 5.535946e-01, 9.714451e-17, -5.289445e-02, -3.262379e-01, 1.014316e+00, 3.060162e-03, -7.974358e-02, -1.029886e-01, -2.577527e-04, -1.235212e-01, -4.553611e+00, -3.318641e-02, -3.345464e-01, 2.447461e+00, 4.541640e-02, 2.446412e+00, 1.104050e+01, -1.092777e-02, 8.707589e-01, 2.862588e+00, 2.186044e-03, 1.377933e+00, 6.740210e+00, -1.684782e-02, 5.069047e+00, -8.104496e-01, -1.216418e-02, 1.716050e-01
46, 1.820992e+00, 8.381816e-03, 1.207723e-03, 6.933913e-03, 1.889248e-03, -7.804458e-05, 9.678128e-04, 2.651880e+01, -7.082413e-03, 7.541972e+00, 2.847705e-03, -1.097170e-02, -1.727455e-03, -1.597892e+00, 1.826399e-02, -1.412979e+00, -2.854831e-01, 1.481628e-02, -1.979566e-01, -1.016982e-16, 1.951564e-16, 1.944966e+00, 5.377643e-17, -5.906828e-02, -3.458315e-01, 9.863792e-01, 5.335839e-03, -1.352949e-01, -1.579465e-01, -9.859961e-05, -1.105046e-01, -4.496597e+00, -4.343234e-02, -1.960447e-01, 2.609438e+00, 5.176073e-02, 2.310854e+00, 1.366904e+01, -1.326389e-02, 8.172591e-01, 3.080951e+00, 2.922143e-03, 1.334707e+00, 7.733267e+00, -1.485876e-02, 6.918427e+00, -9.139836e-01, -6.405680e-03, 3.191595e-01
47, 1.847851e+00, 2.781921e-02, 5.678877e-04, 8.096210e-03, 1.525414e-03, -1.765989e-04, -1.821304e-04, 3.450606e+01, -7.924318e-03, 8.198850e+00, 3.290447e-03, -9.368557e-03, -5.819094e-04, -5.658875e+00, 2.128219e-02, -1.744464e+00, -2.596718e-01, 1.454509e-02, 8.305248e-02, 1.821460e-17, 1.708703e-16, 3.884267e+00, 2.775558e-17, -4.365882e-02, -2.264646e-01, 4.104912e-01, 4.076921e-03, -2.233272e-01, -2.381033e-01, 1.283652e-05, -7.965709e-02, -4.287003e+00, -4.926984e-02, -9.682359e-02, 2.790098e+00, 3.496043e-02, 1.977283e+00, 1.649103e+01, -1.921725e-02, 7.192940e-01, 3.263040e+00, 3.469059e-03, 1.252020e+00, 8.451823e+00, -1.318568e-02, 9.291112e+00, -9.689516e-01, -6.801477e-03, 5.017944e-01
48, 1.871164e+00, 5.013610e-02, -4.946592e-05, 8.507126e-03, 1.010599e-03, -2.337753e-04, -1.061962e-03, 4.385110e+01, -1.376239e-02, 8.583603e+00, 2.408557e-03, -8.794853e-03, 2.242613e-04, -1.055736e+01, 1.392887e-02, -1.846348e+00, -2.410428e-01, 6.755051e-03, 3.131828e-01, -1.132449e-16, 1.301043e-16, 6.362760e+00, -1.821460e-17, -1.591397e-02, 1.066367e-01, -1.110095e+00, 2.040316e-03, -3.485200e-01, -3.369774e-01, -7.445386e-05, -3.320853e-02, -3.974417e+00, -4.921982e-02, -1.314383e-02, 2.974333e+00, 6.710239e-03, 1.497740e+00, 1.929207e+01, -2.446485e-02, 5.995829e-01, 3.397238e+00, 3.534902e-03, 1.138589e+00, 8.867024e+00, -2.249870e-02, 1.213026e+01, -9.995269e-01, -1.461911e-02, 7.470482e-01
49, 1.891322e+00, 6.916765e-02, -8.572932e-04, 7.534880e-03, 9.944640e-04, -3.131388e-04, -1.572977e-03, 5.344156e+01, -2.037294e-02, 8.561752e+00, 1.462588e-03, -8.424585e-03, 7.704352e-04, -1.489485e+01, 7.294636e-03, -1.635131e+00, -2.373098e-01, -3.298396e-03, 4.348296e-01, -3.847562e-17, 1.032160e-16, 9.160703e+00, 7.025630e-17, 9.563330e-03, 6.556985e-01, -4.063869e+00, 1.756079e-04, -5.002943e-01, -4.369455e-01, -1.878898e-04, 2.409024e-02, -3.594314e+00, -4.910141e-02, 2.068728e-01, 3.100255e+00, -1.567093e-02, 9.655394e-01, 2.178800e+01, -2.859735e-02, 4.960720e-01, 3.464224e+00, 3.269727e-03, 1.004459e+00, 9.031349e+00, -3.254946e-02, 1.529030e+01, -1.037756e+00, -2.097506e-02, 1.078042e+00
50, 1.908691e+00, 7.745073e-02, -1.730600e-03, 5.077302e-03, 1.363767e-03, -3.448696e-04, -1.650592e-03, 6.128216e+01, -2.833612e-02, 8.054061e+00, 7.336861e-04, -7.729673e-03, 9.946652e-04, -1.674935e+01, 1.382923e-02, -1.102410e+00, -2.588438e-01, -8.766390e-03, 4.419620e-01, -5.372222e-17, 5.030698e-17, 1.174021e+01, 8.673617e-17, 2.049205e-02, 1.336134e+00, -8.673092e+00, -2.693583e-03, -6.353351e-01, -5.012879e-01, 2.441480e-05, 8.475789e-02, -3.161154e+00, -4.741166e-02, 7.974586e-01, 3.091523e+00, -2.230947e-02, 4.784416e-01, 2.366953e+01, -3.407135e-02, 4.527880e-01, 3.442870e+00, 2.935267e-03, 8.604399e-01, 8.951582e+00, -2.881018e-02, 1.839612e+01, -1.112108e+00, -2.087946e-02, 1.483500e+00
51, 1.923614e+00, 6.715289e-02, -2.055879e-03, 1.709759e-03, 1.741072e-03, -2.879083e-04, -1.382328e-03, 6.490713e+01, -3.597581e-02, 7.079056e+00, 1.026910e-04, -6.691752e-03, 8.996562e-04, -1.449510e+01, 2.036852e-02, -3.512378e-01, -3.166306e-01, -1.003593e-02, 3.672586e-01, -8.559776e-17, -1.249001e-16, 1.315857e+01, 3.209238e-17, 1.575488e-02, 1.967540e+00, -1.434710e+01, 2.515146e-03, -6.729791e-01, -5.061754e-01, 1.111641e-03, 1.422362e-01, -2.679814e+00, -4.288327e-02, 2.012900e+00, 2.894071e+00, -1.695803e-02, 1.132977e-01, 2.476485e+01, -3.777723e-02, 5.061331e-01, 3.316846e+00, 2.656301e-03, 7.186261e-01, 8.553111e+00, -1.614230e-02, 2.071847e+01, -1.247220e+00, -1.918758e-02, 1.873989e+00
52, 1.936403e+00, 3.857054e-02, -1.760533e-03, -1.586366e-03, 1.953271e-03, -2.031509e-04, -9.766639e-04, 6.249209e+01, -4.058135e-02, 5.765887e+00, -5.000351e-04, -5.479260e-03, 6.414976e-04, -8.065588e+00, 1.739965e-02, 4.101297e-01, -3.919692e-01, -9.324184e-03, 2.592893e-01, -2.412350e-17, -8.586881e-17, 1.225366e+01, -6.938894e-18, 5.178584e-03, 2.343574e+00, -1.925948e+01, 1.645868e-02, -5.197553e-01, -4.782960e-01, 2.120924e-03, 1.924642e-01, -2.167231e+00, -3.696327e-02, 4.028201e+00, 2.519010e+00, -9.713392e-03, -1.062801e-01, 2.526290e+01, -3.784073e-02, 6.692827e-01, 3.080731e+00, 2.237203e-03, 5.905461e-01, 7.698326e+00, -4.085023e-03, 2.127043e+01, -1.434440e+00, -1.925138e-02, 2.100120e+00
53, 1.947340e+00, 2.119558e-03, -1.201988e-03, -3.869364e-03, 1.991842e-03, -1.362233e-04, -6.010131e-04, 5.408911e+01, -3.992479e-02, 4.323265e+00, -1.051238e-03, -4.189244e-03, 3.823304e-04, 3.663001e-01, 5.434273e-03, 9.521969e-01, -4.455088e-01, -7.875896e-03, 1.593917e-01, 9.568084e-17, -8.413409e-17, 8.230168e+00, -6.765422e-17, 1.362178e-03, 2.337181e+00, -2.068478e+01, 3.267591e-02, -1.317553e-01, -4.702012e-01, 2.251949e-03, 2.328748e-01, -1.662640e+00, -3.177502e-02, 6.752267e+00, 2.059159e+00, -8.839548e-03, -2.189296e-01, 2.579695e+01, -3.519489e-02, 9.159441e-01, 2.760051e+00, 1.554108e-03, 4.837318e-01, 6.308926e+00, 2.807257e-03, 1.921407e+01, -1.619646e+00, -1.870845e-02, 2.027769e+00
54, 1.956676e+00, -2.781495e-02, -6.683292e-04, -4.671564e-03, 1.867579e-03, -8.914701e-05, -3.266081e-04, 4.188633e+01, -3.384970e-02, 2.973533e+00, -1.376901e-03, -2.901891e-03, 4.133014e-04, 7.450201e+00, -9.371140e-03, 1.147867e+00, -4.472138e-01, -6.212980e-03, 8.696589e-02, 1.336821e-16, -6.852158e-17, 1.372779e+00, -9.584347e-17, 1.050751e-02, 1.987044e+00, -1.649065e+01, 4.278052e-02, 4.278869e-01, -4.981377e-01, 1.518537e-03, 2.612971e-01, -1.211883e+00, -2.736305e-02, 9.665066e+00, 1.654215e+00, -1.614523e-02, -3.127857e-01, 2.710025e+01, -3.275649e-02, 1.178752e+00, 2.424624e+00, 6.761912e-04, 3.994279e-01, 4.561561e+00, 5.621455e-03, 1.441305e+01, -1.719005e+00, -1.382110e-02, 1.623833e+00
55, 1.964632e+00, -4.197056e-02, -3.014847e-04, -4.182569e-03, 1.584668e-03, -5.479510e-05, -1.577199e-04, 2.905914e+01, -2.482974e-02, 1.859963e+00, -1.389054e-03, -1.921505e-03, -7.253375e-05, 1.082977e+01, -1.925035e-02, 1.031466e+00, -3.932181e-01, -4.432613e-03, 4.259072e-02, 9.513874e-17, -9.410875e-17, -6.711196e+00, -1.420305e-16, 3.013473e-02, 1.497237e+00, -6.808015e+00, 3.947528e-02, 1.003208e+00, -5.084016e-01, 3.768537e-04, 2.748874e-01, -8.414744e-01, -2.314762e-02, 1.192008e+01, 1.418767e+00, -2.825058e-02, -4.826584e-01, 2.941449e+01, -3.407474e-02, 1.375570e+00, 2.172206e+00, -1.630351e-04, 3.329216e-01, 2.866901e+00, 6.623810e-03, 7.732136e+00, -1.658033e+00, -3.875283e-03, 9.992203e-01
