#k, z, u, v, w, p, nu_t, uu, vv, ww, pp, uv, uw, vw, g11, g12, g13, g21, g22, g23, g31, g32, g33, u_rms, v_rms, w_rms, p_rms, Rxx, Rxy, Rxz, Ryy, Ryz, Rzz, tke
51, 1.923614e+00, 9.827420e+00, -1.028361e-02, -5.963112e-19, -7.967605e-01, 5.235785e-04, 1.037479e+02, 6.534053e-01, 9.414973e-02, 5.417527e+00, -1.089471e-01, 4.318173e-01, -4.118235e-05, -1.687474e-14, -1.040834e-16, -7.554778e+01, -3.289876e-18, 2.710505e-18, 7.408803e-02, 1.036768e-18, 1.084202e-18, 1.832302e-17, 2.669571e+00, 8.055124e-01, 3.054697e-01, 2.182551e+00, 7.134678e+00, -8.104195e-03, 4.298998e-01, 6.506351e-01, -4.504024e-05, 9.376225e-02, 3.939538e+00
52, 1.936403e+00, 8.736733e+00, -9.212991e-03, -6.234162e-19, -7.694294e-01, 4.030952e-04, 8.296001e+01, 5.624446e-01, 6.258400e-02, 5.307237e+00, -8.847101e-02, 3.393667e-01, -1.195020e-04, -1.498660e-14, -6.591949e-17, -9.252051e+01, -2.642743e-19, -7.589415e-19, 9.140658e-02, 5.200782e-19, -1.192622e-18, 1.062518e-17, 2.567014e+00, 7.472876e-01, 2.489847e-01, 2.167199e+00, 6.597479e+00, -8.164317e-03, 3.378809e-01, 5.600692e-01, -1.212182e-04, 6.232698e-02, 3.609937e+00
53, 1.947340e+00, 7.615017e+00, -8.092335e-03, -3.523657e-19, -7.344687e-01, 3.050282e-04, 6.373703e+01, 4.742507e-01, 3.977411e-02, 5.201510e+00, -6.933114e-02, 2.490185e-01, -1.397464e-04, -1.307976e-14, -1.179612e-16, -1.090839e+02, 5.421011e-20, -2.276825e-18, 1.097212e-01, 1.060485e-18, -4.336809e-18, 1.940722e-17, 2.390231e+00, 6.861458e-01, 1.984364e-01, 2.155028e+00, 5.721061e+00, -7.859304e-03, 2.479392e-01, 4.722587e-01, -1.404568e-04, 3.961121e-02, 3.116465e+00
54, 1.956676e+00, 6.507959e+00, -6.961223e-03, -3.286488e-19, -6.879827e-01, 2.288493e-04, 4.701658e+01, 3.913891e-01, 2.405716e-02, 5.091367e+00, -5.225978e-02, 1.697840e-01, -1.204294e-04, -1.118143e-14, -1.543904e-16, -1.238203e+02, 1.558541e-19, -2.168404e-18, 1.269109e-01, 6.431098e-19, -2.656295e-18, 2.038300e-17, 2.152509e+00, 6.232757e-01, 1.542842e-01, 2.144893e+00, 4.640942e+00, -7.074604e-03, 1.690531e-01, 3.897547e-01, -1.207528e-04, 2.395893e-02, 2.527328e+00
55, 1.964632e+00, 5.457134e+00, -5.866952e-03, -1.473837e-19, -6.297789e-01, 1.709120e-04, 3.332251e+01, 3.148607e-01, 1.376362e-02, 4.972607e+00, -3.782979e-02, 1.073414e-01, -8.582460e-05, -9.367100e-15, -9.020562e-17, -1.357717e+02, -4.777266e-19, -8.131516e-18, 1.412452e-01, 5.598888e-19, -2.927346e-18, 4.255494e-18, 1.875759e+00, 5.589823e-01, 1.166654e-01, 2.135159e+00, 3.525522e+00, -5.900302e-03, 1.068812e-01, 3.135528e-01, -8.601898e-05, 1.370757e-02, 1.926391e+00
56, 1.971403e+00, 4.492665e+00, -4.848324e-03, -1.245138e-19, -5.631011e-01, 1.267720e-04, 2.271320e+01, 2.453131e-01, 7.391180e-03, 4.848398e+00, -2.628006e-02, 6.291711e-02, -5.305652e-05, -7.704205e-15, -9.280771e-17, -1.446546e+02, -1.084202e-19, -9.812030e-18, 1.521099e-01, 4.957790e-19, -3.523657e-18, 1.702197e-17, 1.584707e+00, 4.933573e-01, 8.546934e-02, 2.124769e+00, 2.517297e+00, -4.559286e-03, 6.264794e-02, 2.442986e-01, -5.319810e-05, 7.361158e-03, 1.384478e+00
57, 1.977160e+00, 3.630672e+00, -3.928421e-03, -5.336308e-20, -4.932792e-01, 9.281982e-05, 1.488648e+01, 1.836680e-01, 3.688766e-03, 4.728163e+00, -1.750041e-02, 3.419118e-02, -2.922866e-05, -6.233797e-15, -8.847090e-17, -1.507691e+02, 2.100642e-19, -9.378349e-18, 1.597600e-01, 1.177905e-19, -2.778268e-18, 7.589415e-19, 1.300800e+00, 4.268551e-01, 6.036379e-02, 2.113905e+00, 1.696730e+00, -3.278384e-03, 3.404493e-02, 1.829109e-01, -2.933099e-05, 3.673813e-03, 9.416574e-01
58, 1.982048e+00, 2.875044e+00, -3.115829e-03, 1.270549e-21, -4.258409e-01, 6.659331e-05, 9.352876e+00, 1.309685e-01, 1.687613e-03, 4.623046e+00, -1.113317e-02, 1.718751e-02, -1.456239e-05, -4.935356e-15, -5.377643e-17, -1.547281e+02, -2.947675e-19, -7.779151e-18, 1.648206e-01, 5.606299e-20, -1.348476e-18, 5.149960e-18, 1.038583e+00, 3.604218e-01, 4.081904e-02, 2.103773e+00, 1.081922e+00, -2.200960e-03, 1.711390e-02, 1.304300e-01, -1.462936e-05, 1.680783e-03, 6.070166e-01
59, 1.986197e+00, 2.221298e+00, -2.409086e-03, 6.352747e-22, -3.648887e-01, 4.643159e-05, 5.587797e+00, 8.791813e-02, 6.932725e-04, 4.540722e+00, -6.712863e-03, 7.927243e-03, -6.581938e-06, -3.809764e-15, -3.989864e-17, -1.571904e+02, 3.455894e-19, -6.261268e-18, 1.679618e-01, -1.911118e-20, -7.860466e-19, 2.358140e-18, 8.052950e-01, 2.952798e-01, 2.615638e-02, 2.095721e+00, 6.505836e-01, -1.377206e-03, 7.893220e-03, 8.755728e-02, -6.620707e-06, 6.904700e-04, 3.694157e-01
60, 1.989715e+00, 1.660421e+00, -1.800877e-03, 9.529121e-21, -3.124599e-01, 3.112597e-05, 3.123024e+00, 5.457691e-02, 2.472552e-04, 4.482837e+00, -3.775925e-03, 3.289539e-03, -2.667381e-06, -2.845990e-15, -3.989864e-17, -1.587015e+02, -1.846532e-19, -6.410345e-18, 1.697735e-01, -2.167875e-20, -5.183842e-19, -1.409463e-18, 6.025906e-01, 2.326322e-01, 1.561733e-02, 2.090425e+00, 3.643179e-01, -7.945154e-04, 3.275382e-03, 5.435320e-02, -2.686957e-06, 2.462567e-04, 2.094587e-01
61, 1.992697e+00, 1.181686e+00, -1.281100e-03, -2.064643e-21, -2.688190e-01, 1.972166e-05, 1.581757e+00, 3.034767e-02, 7.213950e-05, 4.446040e+00, -1.920539e-03, 1.178142e-03, -9.348177e-07, -2.028698e-15, -1.843144e-17, -1.596465e+02, -3.438954e-19, -3.415237e-18, 1.707232e-01, -1.387016e-20, -2.625802e-19, 6.098637e-19, 4.288290e-01, 1.734613e-01, 8.434061e-03, 2.087713e+00, 1.845105e-01, -4.111661e-04, 1.173057e-03, 3.022339e-02, -9.431533e-07, 7.184836e-05, 1.074029e-01
62, 1.995222e+00, 7.743179e-01, -8.388584e-04, 3.811648e-21, -2.331059e-01, 1.142469e-05, 6.791111e-01, 1.415296e-02, 1.531785e-05, 4.424812e+00, -8.267430e-04, 3.330036e-04, -2.599350e-07, -1.328764e-15, -1.713039e-17, -1.602689e+02, 3.642242e-20, -1.883801e-18, 1.711491e-01, -5.684385e-21, -1.279020e-19, 2.168404e-19, 2.809033e-01, 1.184519e-01, 3.885728e-03, 2.086926e+00, 7.917158e-02, -1.791319e-04, 3.315622e-04, 1.409504e-02, -2.626869e-07, 1.525606e-05, 4.664094e-02
63, 1.997361e+00, 4.283218e-01, -4.636116e-04, 7.940934e-23, -2.037872e-01, 5.559107e-06, 2.077881e-01, 4.664435e-03, 1.807126e-06, 4.413827e+00, -2.533495e-04, 5.952007e-05, -4.601879e-08, -7.347299e-16, -9.540979e-18, -1.607105e+02, -1.202787e-19, -7.962110e-19, 1.712778e-01, -5.227781e-22, -4.976319e-20, -8.741380e-19, 1.553519e-01, 6.799848e-02, 1.334432e-03, 2.087357e+00, 2.421503e-02, -5.536664e-05, 5.926176e-05, 4.645355e-03, -4.658589e-08, 1.799840e-06, 1.443109e-02
64, 1.999170e+00, 1.347921e-01, -1.457317e-04, 5.740633e-22, -1.782017e-01, 1.546119e-06, 2.057893e-02, 4.996189e-04, 5.954628e-08, 4.408870e+00, -2.511286e-05, 3.196627e-06, -2.480347e-09, -2.312298e-16, -2.331035e-18, -1.610629e+02, -1.577599e-20, -4.929732e-19, 1.710198e-01, 2.988725e-10, 6.912257e-09, -5.522655e-19, 4.889598e-02, 2.225358e-02, 2.421912e-04, 2.088497e+00, 2.398786e-03, -5.527989e-06, 3.182716e-06, 4.975760e-04, -2.516312e-09, 5.930629e-08, 1.448210e-03
