 1.246328e-01 3.099178e+01
 1.387862e+00 3.083387e+01
 2.500000e+00 3.064209e+01
 3.504140e+00 3.036837e+01
 4.394228e+00 2.995894e+01
 5.070357e+00 2.941300e+01
 5.782227e+00 2.848765e+01
 6.451023e+00 2.728559e+01
 7.223055e+00 2.547168e+01
 7.954504e+00 2.349770e+01
 8.690109e+00 2.135889e+01
 9.489822e+00 1.907064e+01
 1.038222e+01 1.665064e+01
 1.139311e+01 1.447000e+01
 1.250000e+01 1.268336e+01
 1.380288e+01 1.116446e+01
 1.513839e+01 1.001861e+01
 1.653242e+01 9.088138e+00
 1.793353e+01 8.329506e+00
 1.951957e+01 7.605607e+00
 2.125441e+01 6.946031e+00
 2.287653e+01 6.418516e+00
 2.480771e+01 5.852013e+00
