 1.015845e-01 3.104737e+01
 1.129612e+00 3.089491e+01
 2.124081e+00 3.072521e+01
 2.923476e+00 3.063227e+01
 3.725274e+00 3.031386e+01
 4.430758e+00 2.994782e+01
 5.000000e+00 2.947580e+01
 5.591453e+00 2.876585e+01
 6.173013e+00 2.784282e+01
 6.763409e+00 2.664264e+01
 7.355072e+00 2.514435e+01
 7.940025e+00 2.379741e+01
 8.545468e+00 2.180454e+01
 9.147421e+00 1.998645e+01
 9.814779e+00 1.811018e+01
 1.056992e+01 1.619776e+01
 1.147019e+01 1.416565e+01
 1.248153e+01 1.240053e+01
 1.350194e+01 1.108551e+01
 1.458645e+01 9.927767e+00
 1.564944e+01 9.052747e+00
 1.671676e+01 8.358623e+00
 1.772195e+01 7.772731e+00
 1.891557e+01 7.253068e+00
 2.014014e+01 6.847007e+00
 2.140278e+01 6.315857e+00
 2.264059e+01 6.002803e+00
 2.403065e+01 5.568170e+00
